,Old_name,New_name,Sowing,Vegetative,Flowering,Maturity,Model
19,101_repeat_2_1309_415_287.JPG,1309_SV_W_V_G_0_19.jpg,1.03E-05,0.99955565,0.000427943,6.14E-06,Training
20,101_repeat_2_1309_1064_744.JPG,1309_SV_W_F_G_0_20.jpg,1.81E-05,0.090684816,0.90897316,0.000323838,Testing
21,101_repeat_2_1309_1068_746.JPG,1309_SV_W_M_G_0_21.jpg,0.000632397,0.3865152,0.5780831,0.03476927,Training
22,101_repeat_2_1309_1087_777.JPG,1309_SV_W_F_G_0_22.jpg,1.42E-06,4.25E-05,0.9992798,0.000676291,Training
23,101_repeat_2_1309_1689_1259.JPG,1309_SV_W_F_G_0_23.jpg,0.000693989,0.000875041,0.70207334,0.29635766,Testing
24,101_repeat_2_1309_3529_2268.JPG,1309_SV_W_F_G_0_24.jpg,0.000295735,0.015868593,0.8250606,0.15877505,Testing
25,101_repeat_2_1309_4760_3132.JPG,1309_SV_W_F_G_0_25.jpg,8.05E-05,0.103438064,0.79369885,0.10278262,Testing
26,101_repeat_2_1309_5365_3739.JPG,1309_SV_W_M_DR_10_26.jpg,3.54E-05,8.83E-05,0.001268239,0.99860805,Training
27,101_initial_1_1310_1310.JPG,1310_SV_W_V_G_0_27.jpg,2.85E-08,0.99995613,4.38E-05,1.22E-07,Training
28,101_repeat_2_1310_98_62.JPG,1310_SV_W_V_G_0_28.jpg,2.89E-05,0.97218174,0.02699117,0.000798311,Testing
29,101_repeat_2_1310_99_63.JPG,1310_SV_W_V_G_0_29.jpg,1.56E-07,0.99970394,0.000292762,3.18E-06,Testing
30,101_repeat_2_1310_100_64.JPG,1310_SV_W_V_G_0_30.jpg,1.23E-06,0.9991177,0.000863209,1.79E-05,Training
31,101_repeat_2_1310_102_66.JPG,1310_SV_W_V_G_0_31.jpg,4.23E-07,0.9997038,0.000286767,8.90E-06,Training
32,101_repeat_2_1310_112_67.JPG,1310_SV_W_V_G_0_32.jpg,1.02E-05,0.99932957,0.00062942,3.08E-05,Training
33,101_repeat_2_1310_297_211.JPG,1310_SV_W_V_G_0_33.jpg,3.87E-06,0.9911664,0.008814435,1.53E-05,Training
34,101_repeat_2_1310_405_280.JPG,1310_SV_W_V_G_0_34.jpg,9.13E-07,0.99379176,0.006192396,1.50E-05,Testing
35,101_repeat_2_1310_418_290.JPG,1310_SV_W_F_G_0_35.jpg,2.02E-06,0.48933265,0.50517833,0.005486993,Testing
36,101_repeat_2_1310_1063_743.JPG,1310_SV_W_F_G_0_36.jpg,2.27E-06,0.03089924,0.9657669,0.003331609,Training
37,101_repeat_2_1310_1067_745.JPG,1310_SV_W_F_G_0_37.jpg,0.001736292,0.14479725,0.64017785,0.21328858,Testing
38,101_repeat_2_1310_1089_781.JPG,1310_SV_W_F_G_0_38.jpg,0.001043405,0.012172784,0.80668753,0.18009631,Testing
39,101_repeat_2_1310_1690_1260.JPG,1310_SV_W_F_G_0_39.jpg,0.000427055,0.001236621,0.8810765,0.11725972,Training
40,101_repeat_2_1310_2757_1728.JPG,1310_SV_W_F_G_0_40.jpg,0.000333376,0.010624187,0.8620217,0.12702072,Testing
41,101_repeat_2_1310_3528_2267.JPG,1310_SV_W_F_G_0_41.jpg,2.20E-05,0.010092406,0.98209906,0.007786425,Training
42,101_repeat_2_1310_4759_3131.JPG,1310_SV_W_M_DR_10_42.jpg,0.000531568,0.047834132,0.85272104,0.09891323,Testing
43,101_repeat_2_1310_5364_3738.JPG,1310_SV_W_M_DR_10_43.jpg,4.17E-06,8.29E-05,0.09970324,0.90020967,Training
44,225_initial_1_1312_1312.JPG,1312_SV_W_V_G_0_44.jpg,0.002101777,0.9938328,0.003605271,0.000460125,Testing
45,225_repeat_2_1312_467_326.JPG,1312_SV_W_V_ND_30_45.jpg,0.005050569,0.98838913,0.003052081,0.003508151,Testing
46,225_repeat_2_1312_940_610.JPG,1312_SV_W_V_ND_30_46.jpg,0.004498506,0.99381435,0.001626646,6.05E-05,Training
47,225_repeat_2_1312_1686_1254.JPG,1312_SV_W_V_ND_40_47.jpg,0.001370351,0.9909958,0.006647966,0.000985807,Testing
48,225_repeat_2_1312_2542_1557.JPG,1312_SV_W_F_DR_30_48.jpg,0.004878984,0.84360635,0.06193775,0.08957698,Training
49,225_repeat_2_1312_3210_2036.JPG,1312_SV_W_M_DR_20_49.jpg,0.000105611,0.003186661,0.035941713,0.9607661,Training
50,225_repeat_2_1312_3217_2052.JPG,1312_SV_W_M_DR_20_50.jpg,0.000147086,0.82392395,0.10624471,0.06968423,Testing
51,225_repeat_2_1312_3978_2555.JPG,1312_SV_W_M_DR_20_51.jpg,5.74E-05,0.00277056,0.06541926,0.9317528,Training
52,225_repeat_2_1312_5203_3543.JPG,1312_SV_W_M_DR_80_52.jpg,0.000149583,0.09580424,0.021195162,0.88285094,Training
53,225_repeat_2_1312_5206_3557.JPG,1312_SV_W_M_DR_70_53.jpg,7.62E-06,7.54E-05,0.019494653,0.9804223,Training
54,225_repeat_2_1312_5620_3973.JPG,1312_SV_W_M_DR_80_54.jpg,2.54E-05,3.73E-05,0.017213982,0.98272336,Training
55,225_repeat_2_1312_5962_4316.JPG,1312_SV_W_M_DR_80_55.jpg,3.34E-06,2.67E-06,0.003160362,0.9968336,Training
56,196_initial_1_1323_1323.JPG,1323_SV_W_V_G_0_56.jpg,1.56E-05,0.99880064,0.001173035,1.07E-05,Training
57,196_repeat_2_1323_976_650.JPG,1323_SV_W_V_G_0_57.jpg,6.97E-06,0.9990522,0.000907558,3.33E-05,Testing
58,196_repeat_2_1323_1694_1264.JPG,1323_SV_W_F_G_0_58.jpg,4.47E-06,0.090564154,0.89274824,0.016683135,Testing
59,196_repeat_2_1323_3254_2090.JPG,1323_SV_W_F_G_0_59.jpg,5.91E-05,6.79E-06,0.75195926,0.24797481,Training
60,196_repeat_2_1323_3915_2480.JPG,1323_SV_W_F_G_0_60.jpg,1.75E-05,0.000429203,0.6592934,0.3402599,Training
61,196_repeat_2_1323_4092_2660.JPG,1323_SV_W_F_G_0_61.jpg,1.19E-06,1.67E-06,0.9847857,0.015211555,Training
62,196_repeat_2_1323_4734_3101.JPG,1323_SV_W_F_G_0_62.jpg,6.64E-06,6.49E-05,0.9858996,0.014028784,Testing
63,196_repeat_2_1323_5628_3995.JPG,1323_SV_W_F_G_0_63.jpg,0.00018419,0.000383046,0.83019733,0.1692354,Training
64,196_repeat_2_1323_5639_4008.JPG,1323_SV_W_F_G_0_64.jpg,0.000217442,0.000995059,0.25361118,0.7451764,Training
65,196_repeat_2_1323_6158_4521.JPG,1323_SV_W_F_G_0_65.jpg,0.000540241,1.27E-05,0.315967,0.6834801,Testing
66,196_repeat_2_1323_6285_4648.JPG,1323_SV_W_F_G_0_66.jpg,7.45E-05,0.000148431,0.9555602,0.044216897,Training
67,196_repeat_2_1323_6292_4659.JPG,1323_SV_W_M_G_0_67.jpg,1.10E-05,9.01E-06,0.002023551,0.9979564,Training
68,179_initial_1_1332_1332.JPG,1332_SV_W_V_G_0_68.jpg,4.48E-05,0.99924797,0.000576526,0.000130707,Training
69,179_repeat_2_1332_522_379.JPG,1332_SV_W_F_G_0_69.jpg,1.29E-05,0.023400262,0.9610669,0.015519992,Training
70,179_repeat_2_1332_654_458.JPG,1332_SV_W_F_G_0_70.jpg,0.000123225,0.009401817,0.03706373,0.9534113,Testing
71,179_repeat_2_1332_1027_704.JPG,1332_SV_W_F_WD_30_71.jpg,0.000142634,0.060363255,0.8840433,0.05545079,Training
72,179_repeat_2_1332_1259_962.JPG,1332_SV_W_M_WD_30_72.jpg,0.008208869,0.42446694,0.515517,0.051807266,Testing
73,179_repeat_2_1332_1761_1313.JPG,1332_SV_W_M_WD_10_73.jpg,0.000445485,0.027446922,0.42266554,0.54944205,Training
74,179_repeat_2_1332_3932_2506.JPG,1332_SV_W_M_DR_80_74.jpg,3.23E-05,0.001221587,0.053613637,0.94513243,Training
75,179_repeat_2_1332_5128_3448.JPG,1332_SV_W_M_DR_80_75.jpg,0.000195842,0.00865143,0.11856253,0.8725902,Training
76,196_initial_1_1336_1336.JPG,1336_SV_W_V_G_0_76.jpg,4.28E-06,0.9991671,0.000825227,3.46E-06,Testing
77,196_repeat_2_1336_2612_1639.JPG,1336_SV_W_F_G_0_77.jpg,6.79E-06,0.000823167,0.9835844,0.015585653,Training
78,196_repeat_2_1336_3228_2070.JPG,1336_SV_W_F_G_0_78.jpg,4.40E-06,0.000638978,0.9984723,0.000884337,Training
79,196_repeat_2_1336_3913_2478.JPG,1336_SV_W_F_G_0_79.jpg,9.53E-05,8.28E-05,0.7954073,0.20441462,Testing
80,196_repeat_2_1336_4068_2640.JPG,1336_SV_W_F_G_0_80.jpg,9.57E-05,0.000166104,0.7074181,0.2923201,Testing
81,196_repeat_2_1336_4737_3102.JPG,1336_SV_W_F_G_0_81.jpg,1.42E-05,0.000708776,0.9659633,0.03331361,Testing
82,196_repeat_2_1336_5626_3991.JPG,1336_SV_W_M_G_0_82.jpg,4.05E-05,0.004688944,0.9739376,0.02133306,Training
83,196_repeat_2_1336_5635_4004.JPG,1336_SV_W_M_G_0_83.jpg,0.000314427,0.29270437,0.53340983,0.17357133,Testing
84,196_repeat_2_1336_5638_4007.JPG,1336_SV_W_M_G_0_84.jpg,0.000210512,0.47117475,0.49904463,0.0295701,Training
85,196_repeat_2_1336_6160_4523.JPG,1336_SV_W_M_G_0_85.jpg,0.003403882,0.03147821,0.28381312,0.6813048,Training
86,196_repeat_2_1336_6163_4526.JPG,1336_SV_W_M_G_0_86.jpg,0.000641946,0.12539572,0.25825456,0.6157078,Testing
87,196_repeat_2_1336_6175_4540.JPG,1336_SV_W_M_G_0_87.jpg,0.000553415,0.005869623,0.57348055,0.42009643,Testing
88,196_repeat_2_1336_6284_4647.JPG,1336_SV_W_M_G_0_88.jpg,0.00055627,0.001903498,0.6131033,0.384437,Training
89,196_repeat_2_1336_6289_4652.JPG,1336_SV_W_M_G_0_89.jpg,0.000398396,0.01196263,0.6419217,0.34571734,Testing
90,112_initial_1_1350_1350.JPG,1350_SV_W_V_G_0_90.jpg,0.000142504,0.99224585,0.00576323,0.001848363,Testing
91,112_repeat_2_1350_961_625.JPG,1350_SV_W_V_G_0_91.jpg,0.000227221,0.99467564,0.00484463,0.000252565,Testing
92,112_repeat_2_1350_1677_1252.JPG,1350_SV_W_F_WD_10_92.jpg,0.00032625,0.082599476,0.9017635,0.015310816,Training
93,112_repeat_2_1350_2838_1807.JPG,1350_SV_W_F_WD_20_93.jpg,3.17E-05,0.004055229,0.072780795,0.92313224,Testing
94,112_repeat_2_1350_3152_1983.JPG,1350_SV_W_F_WD_10_94.jpg,8.52E-05,0.000706995,0.96237653,0.0368313,Training
95,112_repeat_2_1350_3153_1984.JPG,1350_SV_W_F_WD_10_95.jpg,0.00120326,0.21741763,0.73452055,0.04685854,Training
96,112_repeat_2_1350_4176_2754.JPG,1350_SV_W_M_DR_10_96.jpg,0.008790666,0.07945372,0.036910743,0.8748449,Training
97,112_repeat_2_1350_4178_2757.JPG,1350_SV_W_M_DR_10_97.jpg,0.002723648,0.013063734,0.02200861,0.962204,Training
98,112_repeat_2_1350_4183_2763.JPG,1350_SV_W_M_WD_10_98.jpg,4.65E-05,0.000411539,0.94686484,0.052677132,Training
99,112_repeat_2_1350_4850_3225.JPG,1350_SV_W_M_DR_10_99.jpg,0.000341884,0.5411766,0.32779276,0.13068877,Testing
100,112_repeat_2_1350_5754_4128.JPG,1350_SV_W_M_DR_70_100.jpg,0.007776636,0.38222298,0.23978591,0.3702144,Training
101,112_repeat_2_1350_5756_4130.JPG,1350_SV_W_M_DR_70_101.jpg,0.005090427,0.20116793,0.061694745,0.73204696,Testing
102,122_initial_1_1625_1625.JPG,1625_SV_W_V_WD_10_102.jpg,4.97E-05,0.99921703,0.000701132,3.21E-05,Testing
103,122_repeat_2_1625_998_673.JPG,1625_SV_W_V_G_0_103.jpg,3.86E-06,0.9996319,0.000361345,2.93E-06,Testing
104,122_repeat_2_1625_999_674.JPG,1625_SV_W_V_G_0_104.jpg,4.25E-06,0.9849731,0.014953857,6.88E-05,Testing
105,122_repeat_2_1625_1199_903.JPG,1625_SV_W_V_WD_10_105.jpg,4.00E-06,0.999969,1.63E-05,1.06E-05,Training
106,122_repeat_2_1625_1202_906.JPG,1625_SV_W_V_G_0_106.jpg,2.24E-07,0.9999136,8.15E-05,4.64E-06,Testing
107,122_repeat_2_1625_1734_1299.JPG,1625_SV_W_V_PS_10_107.jpg,3.82E-06,0.96739924,0.031853747,0.000743217,Testing
108,122_repeat_2_1625_2487_1510.JPG,1625_SV_W_F_G_0_108.jpg,4.88E-06,0.008513128,0.9897621,0.001719876,Training
109,122_repeat_2_1625_3265_2108.JPG,1625_SV_W_F_G_0_109.jpg,8.17E-06,0.000606626,0.9843205,0.01506472,Training
110,122_repeat_2_1625_4135_2711.JPG,1625_SV_W_F_G_0_110.jpg,6.15E-06,0.000220498,0.9866344,0.013138942,Training
111,122_repeat_2_1625_4746_3113.JPG,1625_SV_W_F_G_0_111.jpg,2.55E-05,0.010170274,0.9656352,0.024169074,Testing
112,122_repeat_2_1625_5325_3687.JPG,1625_SV_Z_F_G_0_112.jpg,7.97E-05,0.007473855,0.64159304,0.35085338,Testing
113,122_repeat_2_1625_5408_3790.JPG,1625_SV_W_F_G_0_113.jpg,1.56E-06,0.000293279,0.9875618,0.012143383,Testing
114,248_initial_1_1633_1633.JPG,1633_SV_W_V_WD_10_114.jpg,0.000116331,0.1935042,0.2656639,0.5407156,Testing
115,248_repeat_2_1633_962_626.JPG,1633_SV_W_V_DR_20_115.jpg,1.17E-05,0.99520326,0.004752191,3.29E-05,Training
116,248_repeat_2_1633_1266_974.JPG,1633_SV_W_F_G_0_116.jpg,5.74E-06,0.8230154,0.1390623,0.03791666,Testing
117,248_repeat_2_1633_4792_3163.JPG,1633_SV_W_F_ND_30_117.jpg,5.76E-05,0.06319107,0.9146876,0.022063771,Training
118,248_repeat_2_1633_5270_3630.JPG,1633_SV_W_M_ND_20_118.jpg,5.74E-05,0.028141959,0.21798539,0.7538153,Testing
119,248_repeat_2_1633_5702_4078.JPG,1633_TV_W_M_ND_30_119.jpg,7.04E-05,0.001203912,0.57275546,0.42597032,Training
120,248_initial_1_1635_1635.JPG,1635_SV_W_V_G_0_120.jpg,0.001202886,0.9254156,0.036429908,0.036951598,Testing
121,248_repeat_2_1635_825_514.JPG,1635_SV_W_V_G_0_121.jpg,0.000103498,0.9192327,0.073615305,0.007048492,Training
122,248_repeat_2_1635_1267_975.JPG,1635_SV_W_F_G_0_122.jpg,1.87E-05,0.009819392,0.076418824,0.91374314,Testing
123,248_repeat_2_1635_4793_3164.JPG,1635_SV_W_F_G_0_123.jpg,1.75E-05,0.001494507,0.647301,0.35118708,Training
124,248_repeat_2_1635_5271_3631.JPG,1635_SV_W_F_WD_30_124.jpg,5.64E-06,0.005442587,0.003554468,0.9909973,Testing
125,248_repeat_2_1635_5703_4079.JPG,1635_SV_W_M_ND_30_125.jpg,7.94E-05,0.046772417,0.23874755,0.71440065,Training
126,227_initial_1_1787_1787.JPG,1787_SV_W_V_G_0_126.jpg,2.23E-06,0.99475986,0.005204531,3.33E-05,Testing
127,227_repeat_2_1787_1542_1130.JPG,1787_SV_W_V_G_0_127.jpg,2.26E-05,0.98420864,0.01280598,0.002962877,Testing
128,227_repeat_2_1787_2584_1599.JPG,1787_SV_Z_F_G_0_128.jpg,5.99E-06,0.07979418,0.9191445,0.001055338,Training
129,227_repeat_2_1787_3247_2083.JPG,1787_SV_W_F_G_0_129.jpg,3.71E-06,0.000833797,0.9923274,0.006835057,Testing
130,227_repeat_2_1787_3995_2561.JPG,1787_SV_W_F_G_0_130.jpg,2.70E-06,0.000365674,0.98284274,0.016788924,Training
131,227_repeat_2_1787_4697_3071.JPG,1787_SV_W_F_DS_10_131.jpg,0.000300282,0.2045965,0.7456628,0.04944044,Testing
132,227_repeat_2_1787_5165_3487.JPG,1787_SV_W_F_G_0_132.jpg,4.49E-07,0.001560022,0.9977684,0.000671228,Training
133,227_repeat_2_1787_5658_4033.JPG,1787_SV_Z_F_DS_10_133.jpg,5.48E-07,9.22E-05,0.9984301,0.001477205,Training
134,227_repeat_2_1787_6000_4360.JPG,1787_SV_W_F_G_0_134.jpg,4.35E-05,0.06701666,0.9154901,0.017449811,Testing
135,227_repeat_2_1787_6199_4563.JPG,1787_SV_W_M_DS_20_135.jpg,0.000328444,0.004590699,0.9612353,0.033845533,Testing
136,219_initial_1_1788_1788.JPG,1788_SV_W_V_G_0_136.jpg,4.60E-07,0.99994874,2.70E-05,2.38E-05,Training
137,219_repeat_2_1788_254_162.JPG,1788_SV_W_V_G_0_137.jpg,7.92E-07,0.99980646,0.000107426,8.53E-05,Testing
138,219_repeat_2_1788_871_537.JPG,1788_SV_W_F_G_0_138.jpg,1.36E-05,0.94149715,0.05714778,0.001341436,Testing
139,219_repeat_2_1788_1300_1002.JPG,1788_TV_W_F_G_0_139.jpg,3.30E-05,0.000350894,0.92773855,0.07187744,Testing
140,219_repeat_2_1788_1301_1003.JPG,1788_SV_W_F_G_0_140.jpg,2.12E-05,0.00017609,0.97313416,0.026668562,Testing
141,219_repeat_2_1788_2441_1465.JPG,1788_SV_W_F_DS_10_141.jpg,3.74E-06,8.91E-05,0.14463322,0.85527396,Testing
142,219_repeat_2_1788_2446_1470.JPG,1788_SV_W_F_G_0_142.jpg,8.39E-05,0.0061605,0.7855705,0.20818505,Training
143,219_repeat_2_1788_3079_1930.JPG,1788_SV_W_F_G_0_143.jpg,6.87E-05,0.002075069,0.83579266,0.16206343,Testing
144,219_repeat_2_1788_3080_1931.JPG,1788_SV_W_F_G_0_144.jpg,1.63E-05,0.00020139,0.9574776,0.042304732,Training
145,219_repeat_2_1788_3902_2467.JPG,1788_SV_W_F_G_0_145.jpg,1.46E-06,0.000171272,0.99609935,0.003727839,Testing
146,219_repeat_2_1788_4457_2926.JPG,1788_SV_W_F_G_0_146.jpg,2.07E-05,4.88E-05,0.22588933,0.77404106,Testing
147,219_repeat_2_1788_5000_3368.JPG,1788_SV_W_F_DS_20_147.jpg,9.26E-05,3.10E-06,0.1810062,0.8188982,Testing
148,219_repeat_2_1788_5468_3852.JPG,1788_SV_W_M_DS_20_148.jpg,0.000165626,2.39E-05,0.03864964,0.96116084,Training
149,219_repeat_2_1788_5710_4086.JPG,1788_SV_W_M_DS_30_149.jpg,3.55E-05,0.000120855,0.009490413,0.99035317,Testing
150,227_initial_1_1789_1789.JPG,1789_SV_W_V_G_0_150.jpg,2.23E-07,0.9998242,0.000174964,5.94E-07,Training
151,227_repeat_2_1789_1543_1131.JPG,1789_SV_W_V_G_0_151.jpg,4.31E-06,0.9917957,0.0037995,0.00440059,Training
152,227_repeat_2_1789_2585_1600.JPG,1789_SV_W_V_G_0_152.jpg,1.69E-06,0.92562723,0.073161766,0.001209279,Training
153,227_repeat_2_1789_3248_2084.JPG,1789_SV_W_F_G_0_153.jpg,3.07E-05,0.06908231,0.89009655,0.0407904,Testing
154,227_repeat_2_1789_4000_2563.JPG,1789_SV_W_V_G_0_154.jpg,7.91E-07,0.000378027,0.9986634,0.000957736,Testing
155,227_repeat_2_1789_4698_3072.JPG,1789_TV_W_F_G_0_155.jpg,2.69E-05,0.000398016,0.9843827,0.015192379,Testing
156,227_repeat_2_1789_5166_3488.JPG,1789_SV_W_V_G_0_156.jpg,1.74E-07,7.08E-05,0.99957556,0.00035346,Testing
157,227_repeat_2_1789_5659_4034.JPG,1789_SV_W_V_G_0_157.jpg,1.17E-05,0.97630036,0.021183683,0.00250433,Training
158,227_repeat_2_1789_6200_4564.JPG,1789_SV_W_F_DS_20_158.jpg,0.000741091,0.050699923,0.93663424,0.011924735,Testing
159,212_initial_1_1811_1811.JPG,1811_SV_W_V_G_0_159.jpg,0.00102539,0.46302947,0.41822338,0.11772172,Training
160,212_repeat_2_1811_1293_989.JPG,1811_SV_W_F_G_0_160.jpg,0.000192459,0.07080625,0.821457,0.107544266,Training
161,212_repeat_2_1811_2430_1453.JPG,1811_SV_W_M_G_0_161.jpg,0.000219341,0.012553275,0.7797157,0.20751165,Testing
162,212_repeat_2_1811_2921_1890.JPG,1811_SV_W_M_G_0_162.jpg,4.08E-05,0.000986834,0.013723807,0.9852485,Testing
163,212_repeat_2_1811_3606_2350.JPG,1811_SV_W_M_G_0_163.jpg,0.001478109,0.08543228,0.6578887,0.25520086,Training
164,212_repeat_2_1811_4247_2830.JPG,1811_SV_W_M_DS_20_164.jpg,8.53E-06,0.00022684,0.57316744,0.42659718,Training
165,212_repeat_2_1811_4948_3329.JPG,1811_SV_W_M_DS_30_165.jpg,6.72E-05,0.000399883,0.12811677,0.8714162,Training
166,212_repeat_2_1811_5391_3770.JPG,1811_SV_W_M_DR_70_166.jpg,3.64E-05,0.000121517,0.007787063,0.99205506,Training
167,212_repeat_2_1811_5801_4177.JPG,1811_SV_W_M_DR_70_167.jpg,6.18E-05,0.000157356,0.008835102,0.9909458,Testing
168,219_initial_1_1813_1813.JPG,1813_SV_W_V_G_0_168.jpg,5.45E-06,0.4467493,0.5531922,5.31E-05,Testing
169,219_repeat_2_1813_260_168.JPG,1813_SV_W_V_G_0_169.jpg,1.59E-05,0.05455603,0.94015753,0.005270543,Training
170,219_repeat_2_1813_872_538.JPG,1813_SV_W_F_G_0_170.jpg,3.44E-06,0.018480692,0.97471964,0.006796195,Training
171,219_repeat_2_1813_892_569.JPG,1813_SV_W_F_G_0_171.jpg,9.91E-06,0.002820658,0.97674805,0.020421412,Training
172,219_repeat_2_1813_1302_1004.JPG,1813_SV_W_F_G_0_172.jpg,0.000130162,0.000864954,0.91028553,0.08871942,Training
173,219_repeat_2_1813_2443_1467.JPG,1813_SV_W_F_G_0_173.jpg,3.80E-06,0.000108987,0.96059364,0.039293516,Testing
174,219_repeat_2_1813_3101_1934.JPG,1813_SV_W_F_G_0_174.jpg,9.71E-06,0.000177213,0.96932745,0.030485624,Training
175,219_repeat_2_1813_3903_2468.JPG,1813_SV_W_F_G_0_175.jpg,1.50E-07,4.32E-06,0.98688215,0.01311338,Testing
176,219_repeat_2_1813_3905_2470.JPG,1813_SV_W_F_G_0_176.jpg,1.15E-05,0.000428212,0.97645676,0.023103613,Testing
177,219_repeat_2_1813_4458_2927.JPG,1813_SV_W_F_G_0_177.jpg,3.62E-06,5.30E-06,0.9773852,0.022605829,Training
178,219_repeat_2_1813_5001_3369.JPG,1813_SV_W_M_DS_10_178.jpg,2.47E-06,2.60E-05,0.83600754,0.16396408,Training
179,219_repeat_2_1813_5469_3853.JPG,1813_SV_W_M_DS_20_179.jpg,1.45E-05,6.76E-05,0.22575372,0.77416426,Testing
180,219_repeat_2_1813_5712_4088.JPG,1813_SV_W_M_ND_30_180.jpg,4.71E-06,6.10E-06,0.020801611,0.9791876,Testing
181,219_initial_1_1815_1815.JPG,1815_SV_W_V_G_0_181.jpg,7.44E-06,0.9971353,0.002802227,5.51E-05,Testing
182,219_repeat_2_1815_258_166.JPG,1815_SV_W_V_G_0_182.jpg,5.99E-06,0.002357416,0.9543239,0.043312676,Testing
183,219_repeat_2_1815_874_542.JPG,1815_SV_W_F_G_0_183.jpg,3.37E-06,0.00161168,0.9847643,0.0136206,Training
184,219_repeat_2_1815_1305_1010.JPG,1815_SV_W_F_G_0_184.jpg,4.59E-05,6.68E-05,0.26337892,0.73650837,Training
185,219_repeat_2_1815_1306_1011.JPG,1815_SV_W_F_G_0_185.jpg,9.79E-07,0.006189214,0.9792782,0.014531536,Training
186,219_repeat_2_1815_2444_1468.JPG,1815_SV_W_F_G_0_186.jpg,3.32E-06,6.21E-05,0.98492104,0.015013534,Testing
187,219_repeat_2_1815_3102_1935.JPG,1815_SV_W_F_G_0_187.jpg,1.58E-05,0.011636254,0.9369971,0.05135084,Testing
188,219_repeat_2_1815_3904_2469.JPG,1815_SV_W_F_G_0_188.jpg,2.94E-06,1.36E-05,0.9611443,0.038839184,Training
189,219_repeat_2_1815_4459_2928.JPG,1815_SV_W_F_G_0_189.jpg,1.62E-06,4.86E-07,0.97818094,0.02181699,Training
190,219_repeat_2_1815_4460_2929.JPG,1815_SV_W_F_G_0_190.jpg,8.92E-06,0.000168915,0.70132333,0.2984989,Training
191,219_repeat_2_1815_5002_3370.JPG,1815_SV_W_M_DS_10_191.jpg,7.01E-06,1.45E-05,0.7369703,0.26300815,Testing
192,219_repeat_2_1815_5003_3371.JPG,1815_SV_W_M_DS_20_192.jpg,1.19E-05,8.61E-06,0.9459388,0.05404069,Training
193,219_repeat_2_1815_5470_3854.JPG,1815_TV_W_M_ND_30_193.jpg,6.27E-06,0.000127589,0.06132799,0.93853813,Training
194,219_repeat_2_1815_5472_3856.JPG,1815_SV_Z_M_ND_30_194.jpg,9.40E-06,8.97E-07,0.00379115,0.9961985,Training
195,222_initial_1_1817_1817.JPG,1817_SV_W_V_G_0_195.jpg,7.14E-05,0.04306734,0.9468194,0.010041896,Training
