S.No,filename,X,Y,Height,Width,View,Zoom,Rotate,Stage,Damage,Extent,Site_id,New_name
110,L342F01434C01S01596Rp12742.jpg,27,53,592,408,SV,W,N,M,DR,10,1596,1596_SV_W_M_DR_10_110.jpg
111,L342F01434C01S01596Rp13268.jpg,20,45,603,423,SV,W,N,M,DR,10,1596,1596_SV_W_M_DR_10_111.jpg
112,L342F01434C01S01596Rp14431.jpg,16,10,608,458,SV,W,N,M,WD,10,1596,1596_SV_W_M_WD_10_112.jpg
113,L342F01434C01S01596Rp14873.jpg,105,117,512,348,SV,W,N,M,DR,90,1596,1596_SV_W_M_DR_90_113.jpg
114,L1133F00440C01S01598Ip.jpg,13,238,604,227,SV,W,N,V,WD,10,1598,1598_SV_W_V_WD_10_114.jpg
115,L1133F00440C01S01598Rp00340.jpg,17,52,612,408,SV,W,N,F,WD,10,1598,1598_SV_W_F_WD_10_115.jpg
116,L1133F00440C01S01598Rp00911.jpg,10,106,578,360,SV,W,N,F,WD,10,1598,1598_SV_W_F_WD_10_116.jpg
117,L1133F00440C01S01598Rp01895.jpg,10,152,601,312,SV,W,N,M,DR,10,1598,1598_SV_W_M_DR_10_117.jpg
118,L1133F00440C01S01598Rp03198.jpg,10,7,604,465,SV,W,N,M,DR,10,1598,1598_SV_W_M_DR_10_118.jpg
119,L1133F00440C01S01598Rp03199.jpg,13,14,587,452,SV,W,N,M,DR,10,1598,1598_SV_W_M_DR_10_119.jpg
120,L1133F00440C01S01598Rp03200.jpg,9,4,582,471,SV,W,N,M,DR,10,1598,1598_SV_W_M_DR_10_120.jpg
121,L1133F00440C01S01598Rp04532.jpg,14,10,594,448,SV,W,N,M,DR,10,1598,1598_SV_W_M_DR_10_121.jpg
122,L1133F00440C01S01598Rp06843.jpg,11,10,560,446,SV,W,N,M,DR,20,1598,1598_SV_W_M_DR_20_122.jpg
123,L429F01328C01S01599Ip.jpg,20,216,548,256,SV,W,N,S,WD,10,1599,1599_SV_W_S_WD_10_123.jpg
124,L429F01328C01S01599Rp00253.jpg,80,226,541,245,SV,W,N,S,WD,10,1599,1599_SV_W_S_WD_10_124.jpg
125,L429F01328C01S01599Rp00945.jpg,28,138,581,326,SV,W,N,V,WD,10,1599,1599_SV_W_V_WD_10_125.jpg
126,L429F01328C01S01599Rp02099.jpg,45,161,580,305,SV,W,N,V,WD,10,1599,1599_SV_W_V_WD_10_126.jpg
127,L429F01328C01S01599Rp03382.jpg,36,150,586,316,SV,W,N,V,WD,10,1599,1599_SV_W_V_WD_10_127.jpg
128,L429F01328C01S01599Rp05563.jpg,21,131,606,340,SV,W,N,V,WD,20,1599,1599_SV_W_V_WD_20_128.jpg
129,L429F01328C01S01599Rp07135.jpg,16,140,607,326,SV,W,N,V,WD,20,1599,1599_SV_W_V_WD_20_129.jpg
130,L429F01328C01S01599Rp08050.jpg,23,157,592,307,SV,W,N,F,WD,30,1599,1599_SV_W_F_WD_30_130.jpg
131,L429F01328C01S01599Rp08902.jpg,21,98,593,373,SV,W,N,F,WD,30,1599,1599_SV_W_F_WD_30_131.jpg
132,L429F01328C01S01599Rp10181.jpg,27,36,596,434,SV,W,N,M,WD,30,1599,1599_SV_W_M_WD_30_132.jpg
133,L429F01328C01S01599Rp11668.jpg,5,16,612,451,SV,W,N,M,WD,30,1599,1599_SV_W_M_WD_30_133.jpg
134,L429F01328C01S01599Rp12216.jpg,75,11,558,381,SV,W,N,M,WD,30,1599,1599_SV_W_M_WD_30_134.jpg
135,L429F01328C01S01599Rp12863.jpg,26,125,607,348,SV,W,N,M,DR,40,1599,1599_SV_W_M_DR_40_135.jpg
136,L429F01328C01S01599Rp13500.jpg,21,88,608,367,SV,W,N,M,DR,80,1599,1599_SV_W_M_DR_80_136.jpg
137,L429F01328C01S01599Rp14655.jpg,203,47,424,418,SV,W,N,M,DR,80,1599,1599_SV_W_M_DR_80_137.jpg
138,L1133F01269C01S01602Ip.jpg,55,147,574,317,SV,W,N,F,WD,10,1602,1602_SV_W_F_WD_10_138.jpg
139,L1133F01269C01S01602Rp00339.jpg,53,102,578,362,SV,W,N,F,WD,10,1602,1602_SV_W_F_WD_10_139.jpg
140,L1133F01269C01S01602Rp00909.jpg,34,16,587,446,SV,W,N,F,WD,10,1602,1602_SV_W_F_WD_10_140.jpg
141,L1133F01269C01S01602Rp01894.jpg,25,36,600,430,SV,W,N,M,WD,10,1602,1602_SV_W_M_WD_10_141.jpg
142,L1133F01269C01S01602Rp03202.jpg,33,8,596,457,SV,W,N,M,DR,10,1602,1602_SV_W_M_DR_10_142.jpg
143,L1133F01269C01S01602Rp04526.jpg,21,7,606,463,SV,W,N,M,WD,20,1602,1602_SV_W_M_WD_20_143.jpg
144,L1133F01269C01S01602Rp04527.jpg,31,14,593,450,SV,W,N,M,WD,20,1602,1602_SV_W_M_WD_20_144.jpg
145,L1133F01269C01S01602Rp04529.jpg,91,9,530,447,SV,W,N,M,WD,20,1602,1602_SV_W_M_WD_20_145.jpg
146,L1133F01269C01S01602Rp04531.jpg,21,12,600,460,SV,W,N,M,DR,20,1602,1602_SV_W_M_DR_20_146.jpg
147,L144F03260C01S01603Rp01225.jpg,59,192,565,274,SV,W,N,V,WD,10,1603,1603_SV_W_V_WD_10_147.jpg
148,L144F03260C01S01603Rp02276.jpg,16,176,609,292,SV,W,N,V,WD,10,1603,1603_SV_W_V_WD_10_148.jpg
149,L144F03260C01S01603Rp03755.jpg,14,190,538,279,SV,W,N,V,WD,10,1603,1603_SV_W_V_WD_10_149.jpg
150,L144F03260C01S01603Rp09971.jpg,17,111,606,358,SV,W,N,F,WD,10,1603,1603_SV_W_F_WD_10_150.jpg
151,L144F03260C01S01603Rp11589.jpg,16,134,613,332,SV,W,N,M,WD,10,1603,1603_SV_W_M_WD_10_151.jpg
152,L1133F01800C01S01605Ip.jpg,11,134,613,335,SV,W,N,F,WD,10,1605,1605_SV_W_F_WD_10_152.jpg
153,L1133F01800C01S01605Rp00331.jpg,36,59,463,393,SV,W,N,F,WD,10,1605,1605_SV_W_F_WD_10_153.jpg
154,L1133F01800C01S01605Rp00914.jpg,183,36,420,418,SV,W,N,F,WD,10,1605,1605_SV_W_F_WD_10_154.jpg
155,L1133F01800C01S01605Rp01902.jpg,171,26,353,395,SV,W,N,M,WD,10,1605,1605_SV_W_M_WD_10_155.jpg
156,L1133F01800C01S01605Rp03206.jpg,159,16,376,454,SV,W,N,M,DR,10,1605,1605_SV_W_M_DR_10_156.jpg
157,L1133F01800C01S01605Rp04525.jpg,216,9,301,351,SV,W,N,M,DR,70,1605,1605_SV_W_M_DR_70_157.jpg
158,L144F01081C01S01606Rp03756.jpg,19,224,604,242,SV,W,N,V,WD,20,1606,1606_SV_W_V_WD_20_158.jpg
159,L144F01081C01S01606Rp09969.jpg,27,115,600,355,SV,W,N,M,WD,30,1606,1606_SV_W_M_WD_30_159.jpg
160,L144F01081C01S01606Rp11585.jpg,77,167,541,295,SV,W,N,M,WD,30,1606,1606_SV_W_M_WD_30_160.jpg
161,L144F01141C01S01608Rp02277.jpg,17,122,600,343,SV,W,N,V,G,0,1608,1608_SV_W_V_G_0_161.jpg
162,L144F01141C01S01608Rp03067.jpg,13,189,613,286,SV,W,N,V,G,0,1608,1608_SV_W_V_G_0_162.jpg
163,L144F01141C01S01608Rp03753.jpg,17,132,604,332,SV,W,N,V,WD,10,1608,1608_SV_W_V_WD_10_163.jpg
164,L144F01141C01S01608Rp09918.jpg,7,63,612,393,SV,W,N,F,WD,30,1608,1608_SV_W_F_WD_30_164.jpg
165,L144F01141C01S01608Rp11587.jpg,22,85,600,379,SV,W,N,M,WD,20,1608,1608_SV_W_M_WD_20_165.jpg
166,L144F01154C01S01609Rp01227.jpg,15,140,604,324,SV,W,N,V,G,0,1609,1609_SV_W_V_G_0_166.jpg
167,L144F01154C01S01609Rp02278.jpg,15,132,608,340,SV,W,N,V,G,0,1609,1609_SV_W_V_G_0_167.jpg
168,L144F01154C01S01609Rp03754.jpg,17,142,606,328,SV,W,N,V,WD,20,1609,1609_SV_W_V_WD_20_168.jpg
169,L144F01154C01S01609Rp09974.jpg,13,62,608,402,SV,W,N,F,WD,10,1609,1609_SV_W_F_WD_10_169.jpg
170,L144F01154C01S01609Rp11591.jpg,17,45,608,419,SV,W,N,F,WD,10,1609,1609_SV_W_F_WD_10_170.jpg
171,L1153F03614C01S01610Ip.jpg,14,178,610,290,SV,W,N,F,WD,10,1610,1610_SV_W_F_WD_10_171.jpg
172,L1153F03614C01S01610Rp02837.jpg,13,35,604,427,SV,W,N,F,WD,10,1610,1610_SV_W_F_WD_10_172.jpg
173,L1153F03614C01S01610Rp04012.jpg,7,70,622,398,SV,W,N,M,DR,20,1610,1610_SV_W_M_DR_20_173.jpg
174,L1153F03614C01S01610Rp05840.jpg,27,71,598,390,SV,W,N,M,DR,30,1610,1610_SV_W_M_DR_30_174.jpg
175,L1153F03614C01S01610Rp07185.jpg,25,77,595,383,SV,W,N,M,DR,40,1610,1610_SV_W_M_DR_40_175.jpg
176,L1153F03614C01S01610Rp08095.jpg,39,68,586,390,SV,W,N,M,DR,60,1610,1610_SV_W_M_DR_60_176.jpg
177,L1153F03614C01S01610Rp09207.jpg,11,80,604,378,SV,W,N,M,DR,90,1610,1610_SV_W_M_DR_90_177.jpg
178,L1153F03614C01S01610Rp10454.jpg,24,50,594,410,SV,W,N,M,DR,90,1610,1610_SV_W_M_DR_90_178.jpg
179,L1153F00627C01S01612Ip.jpg,15,179,589,275,SV,W,N,F,WD,10,1612,1612_SV_W_F_WD_10_179.jpg
180,L1153F00627C01S01612Rp02838.jpg,14,116,615,333,SV,W,N,F,WD,20,1612,1612_SV_W_F_WD_20_180.jpg
181,L1153F00627C01S01612Rp02839.jpg,19,128,606,312,SV,W,N,F,WD,20,1612,1612_SV_W_F_WD_20_181.jpg
182,L1153F00627C01S01612Rp04005.jpg,11,146,612,304,SV,W,N,M,WD,20,1612,1612_SV_W_M_WD_20_182.jpg
183,L1153F00627C01S01612Rp05837.jpg,1,143,624,281,SV,W,N,M,DR,40,1612,1612_SV_W_M_DR_40_183.jpg
184,L1153F00627C01S01612Rp07178.jpg,25,159,606,235,SV,W,N,M,DR,70,1612,1612_SV_W_M_DR_70_184.jpg
185,L1153F00627C01S01612Rp08094.jpg,21,124,611,240,SV,W,N,M,DR,80,1612,1612_SV_W_M_DR_80_185.jpg
186,L1153F00627C01S01612Rp09206.jpg,21,104,602,280,SV,W,N,M,DR,90,1612,1612_SV_W_M_DR_90_186.jpg
187,L1153F00463C01S01614Ip.jpg,27,164,598,296,SV,W,N,F,WD,10,1614,1614_SV_W_F_WD_10_187.jpg
188,L1153F00463C01S01614Rp02836.jpg,24,58,607,408,SV,W,N,F,WD,10,1614,1614_SV_W_F_WD_10_188.jpg
189,L1153F00463C01S01614Rp04008.jpg,18,87,609,381,SV,W,N,F,WD,10,1614,1614_SV_W_F_WD_10_189.jpg
190,L1153F00463C01S01614Rp05841.jpg,14,44,613,414,SV,W,N,M,DR,10,1614,1614_SV_W_M_DR_10_190.jpg
191,L1153F00463C01S01614Rp07184.jpg,11,32,616,422,SV,W,N,M,WD,20,1614,1614_SV_W_M_WD_20_191.jpg
192,L1153F00463C01S01614Rp08096.jpg,17,30,609,418,SV,W,N,M,DR,80,1614,1614_SV_W_M_DR_80_192.jpg
193,L1153F00463C01S01614Rp09208.jpg,10,37,610,422,SV,W,N,M,DR,80,1614,1614_SV_W_M_DR_80_193.jpg
194,L1153F00463C01S01614Rp10452.jpg,23,11,606,346,SV,W,N,M,DR,90,1614,1614_SV_W_M_DR_90_194.jpg
195,L131F03893C01S01619Rp02433.jpg,39,189,518,267,SV,W,N,V,WD,20,1619,1619_SV_W_V_WD_20_195.jpg
196,L131F03893C01S01619Rp04200.jpg,14,149,515,315,SV,W,N,V,WD,20,1619,1619_SV_W_V_WD_20_196.jpg
197,L131F03893C01S01619Rp06580.jpg,23,146,512,310,SV,W,N,V,WD,40,1619,1619_SV_W_V_WD_40_197.jpg
198,L131F03893C01S01619Rp08005.jpg,38,178,569,286,SV,W,N,F,WD,40,1619,1619_SV_W_F_WD_40_198.jpg
199,L131F03893C01S01619Rp08912.jpg,20,141,597,331,SV,W,N,F,WD,40,1619,1619_SV_W_F_WD_40_199.jpg
200,L131F03893C01S01619Rp10100.jpg,17,152,605,320,SV,W,N,F,WD,40,1619,1619_SV_W_F_WD_40_200.jpg
201,L131F03893C01S01619Rp11679.jpg,21,170,599,296,SV,W,N,M,WD,40,1619,1619_SV_W_M_WD_40_201.jpg
202,L131F03893C01S01619Rp12316.jpg,32,122,574,352,SV,W,N,M,WD,20,1619,1619_SV_W_M_WD_20_202.jpg
203,L131F03893C01S01619Rp13008.jpg,19,60,588,382,SV,W,N,M,DR,30,1619,1619_SV_W_M_DR_30_203.jpg
