S.No,filename,Site_id,X,Y,Height,Width,View,Zoom,Rotate,Stage,Damage,Extent,New_name
78,196_repeat_2_1336_3228_2070.JPG,1336,19,108,607,358,SV,W,N,F,G,0,1336_SV_W_F_G_0_78.jpg
79,196_repeat_2_1336_3913_2478.JPG,1336,3,103,602,355,SV,W,N,F,G,0,1336_SV_W_F_G_0_79.jpg
80,196_repeat_2_1336_4068_2640.JPG,1336,9,48,616,425,SV,W,N,F,G,0,1336_SV_W_F_G_0_80.jpg
81,196_repeat_2_1336_4737_3102.JPG,1336,13,116,590,345,SV,W,N,F,G,0,1336_SV_W_F_G_0_81.jpg
82,196_repeat_2_1336_5626_3991.JPG,1336,3,155,626,312,SV,W,N,M,G,0,1336_SV_W_M_G_0_82.jpg
83,196_repeat_2_1336_5635_4004.JPG,1336,20,179,603,287,SV,W,N,M,G,0,1336_SV_W_M_G_0_83.jpg
84,196_repeat_2_1336_5638_4007.JPG,1336,7,132,616,339,SV,W,N,M,G,0,1336_SV_W_M_G_0_84.jpg
85,196_repeat_2_1336_6160_4523.JPG,1336,35,158,592,315,SV,W,N,M,G,0,1336_SV_W_M_G_0_85.jpg
86,196_repeat_2_1336_6163_4526.JPG,1336,35,207,593,265,SV,W,N,M,G,0,1336_SV_W_M_G_0_86.jpg
87,196_repeat_2_1336_6175_4540.JPG,1336,18,128,621,344,SV,W,N,M,G,0,1336_SV_W_M_G_0_87.jpg
88,196_repeat_2_1336_6284_4647.JPG,1336,20,145,603,325,SV,W,N,M,G,0,1336_SV_W_M_G_0_88.jpg
89,196_repeat_2_1336_6289_4652.JPG,1336,7,124,624,345,SV,W,N,M,G,0,1336_SV_W_M_G_0_89.jpg
90,112_initial_1_1350_1350.JPG,1350,15,196,616,265,SV,W,N,V,G,0,1350_SV_W_V_G_0_90.jpg
91,112_repeat_2_1350_961_625.JPG,1350,21,180,604,280,SV,W,N,V,G,0,1350_SV_W_V_G_0_91.jpg
92,112_repeat_2_1350_1677_1252.JPG,1350,41,183,579,278,SV,W,N,F,WD,10,1350_SV_W_F_WD_10_92.jpg
93,112_repeat_2_1350_2838_1807.JPG,1350,6,97,623,369,SV,W,N,F,WD,20,1350_SV_W_F_WD_20_93.jpg
94,112_repeat_2_1350_3152_1983.JPG,1350,3,106,624,361,SV,W,N,F,WD,10,1350_SV_W_F_WD_10_94.jpg
95,112_repeat_2_1350_3153_1984.JPG,1350,12,136,607,334,SV,W,N,F,WD,10,1350_SV_W_F_WD_10_95.jpg
96,112_repeat_2_1350_4176_2754.JPG,1350,10,124,617,348,SV,W,N,M,DR,10,1350_SV_W_M_DR_10_96.jpg
97,112_repeat_2_1350_4178_2757.JPG,1350,19,132,608,342,SV,W,N,M,DR,10,1350_SV_W_M_DR_10_97.jpg
98,112_repeat_2_1350_4183_2763.JPG,1350,16,96,623,359,SV,W,N,M,WD,10,1350_SV_W_M_WD_10_98.jpg
99,112_repeat_2_1350_4850_3225.JPG,1350,7,219,616,248,SV,W,N,M,DR,10,1350_SV_W_M_DR_10_99.jpg
100,112_repeat_2_1350_5754_4128.JPG,1350,165,258,455,211,SV,W,N,M,DR,70,1350_SV_W_M_DR_70_100.jpg
101,112_repeat_2_1350_5756_4130.JPG,1350,181,290,446,184,SV,W,N,M,DR,70,1350_SV_W_M_DR_70_101.jpg
102,122_initial_1_1625_1625.JPG,1625,35,98,594,355,SV,W,R,V,WD,10,1625_SV_W_V_WD_10_102.jpg
103,122_repeat_2_1625_998_673.JPG,1625,23,26,598,424,SV,W,N,V,G,0,1625_SV_W_V_G_0_103.jpg
104,122_repeat_2_1625_999_674.JPG,1625,47,76,567,358,SV,W,N,V,G,0,1625_SV_W_V_G_0_104.jpg
105,122_repeat_2_1625_1199_903.JPG,1625,18,56,514,326,SV,W,N,V,WD,10,1625_SV_W_V_WD_10_105.jpg
106,122_repeat_2_1625_1202_906.JPG,1625,33,104,596,332,SV,W,N,V,G,0,1625_SV_W_V_G_0_106.jpg
107,122_repeat_2_1625_1734_1299.JPG,1625,33,98,589,293,SV,W,N,V,PS,10,1625_SV_W_V_PS_10_107.jpg
108,122_repeat_2_1625_2487_1510.JPG,1625,23,130,601,301,SV,W,N,F,G,0,1625_SV_W_F_G_0_108.jpg
109,122_repeat_2_1625_3265_2108.JPG,1625,9,81,622,345,SV,W,N,F,G,0,1625_SV_W_F_G_0_109.jpg
110,122_repeat_2_1625_4135_2711.JPG,1625,23,90,606,336,SV,W,N,F,G,0,1625_SV_W_F_G_0_110.jpg
111,122_repeat_2_1625_4746_3113.JPG,1625,22,80,604,348,SV,W,N,F,G,0,1625_SV_W_F_G_0_111.jpg
112,122_repeat_2_1625_5325_3687.JPG,1625,29,57,590,371,SV,Z,N,F,G,0,1625_SV_Z_F_G_0_112.jpg
113,122_repeat_2_1625_5408_3790.JPG,1625,21,62,597,372,SV,W,N,F,G,0,1625_SV_W_F_G_0_113.jpg
114,248_initial_1_1633_1633.JPG,1633,15,160,464,288,SV,W,N,V,WD,10,1633_SV_W_V_WD_10_114.jpg
115,248_repeat_2_1633_962_626.JPG,1633,18,126,609,342,SV,W,N,V,DR,20,1633_SV_W_V_DR_20_115.jpg
116,248_repeat_2_1633_1266_974.JPG,1633,11,148,427,320,SV,W,N,F,G,0,1633_SV_W_F_G_0_116.jpg
117,248_repeat_2_1633_4792_3163.JPG,1633,31,151,405,287,SV,W,N,F,ND,30,1633_SV_W_F_ND_30_117.jpg
118,248_repeat_2_1633_5270_3630.JPG,1633,13,148,402,307,SV,W,N,M,ND,20,1633_SV_W_M_ND_20_118.jpg
119,248_repeat_2_1633_5702_4078.JPG,1633,14,140,373,309,TV,W,N,M,ND,30,1633_TV_W_M_ND_30_119.jpg
120,248_initial_1_1635_1635.JPG,1635,25,220,474,232,SV,W,N,V,G,0,1635_SV_W_V_G_0_120.jpg
121,248_repeat_2_1635_825_514.JPG,1635,53,217,421,223,SV,W,N,V,G,0,1635_SV_W_V_G_0_121.jpg
122,248_repeat_2_1635_1267_975.JPG,1635,10,133,610,309,SV,W,N,F,G,0,1635_SV_W_F_G_0_122.jpg
123,248_repeat_2_1635_4793_3164.JPG,1635,17,152,603,292,SV,W,N,F,G,0,1635_SV_W_F_G_0_123.jpg
124,248_repeat_2_1635_5271_3631.JPG,1635,30,158,587,294,SV,W,N,F,WD,30,1635_SV_W_F_WD_30_124.jpg
125,248_repeat_2_1635_5703_4079.JPG,1635,37,176,572,271,SV,W,N,M,ND,30,1635_SV_W_M_ND_30_125.jpg
126,227_initial_1_1787_1787.JPG,1787,30,182,563,254,SV,W,N,V,G,0,1787_SV_W_V_G_0_126.jpg
127,227_repeat_2_1787_1542_1130.JPG,1787,32,134,583,307,SV,W,N,V,G,0,1787_SV_W_V_G_0_127.jpg
128,227_repeat_2_1787_2584_1599.JPG,1787,9,60,608,339,SV,Z,N,F,G,0,1787_SV_Z_F_G_0_128.jpg
129,227_repeat_2_1787_3247_2083.JPG,1787,21,50,605,387,SV,W,N,F,G,0,1787_SV_W_F_G_0_129.jpg
130,227_repeat_2_1787_3995_2561.JPG,1787,21,72,607,368,SV,W,N,F,G,0,1787_SV_W_F_G_0_130.jpg
131,227_repeat_2_1787_4697_3071.JPG,1787,11,70,616,368,SV,W,N,F,DS,10,1787_SV_W_F_DS_10_131.jpg
132,227_repeat_2_1787_5165_3487.JPG,1787,14,132,618,306,SV,W,N,F,G,0,1787_SV_W_F_G_0_132.jpg
133,227_repeat_2_1787_5658_4033.JPG,1787,19,66,588,378,SV,Z,N,F,DS,10,1787_SV_Z_F_DS_10_133.jpg
134,227_repeat_2_1787_6000_4360.JPG,1787,12,117,601,322,SV,W,N,F,G,0,1787_SV_W_F_G_0_134.jpg
135,227_repeat_2_1787_6199_4563.JPG,1787,16,115,611,316,SV,W,N,M,DS,20,1787_SV_W_M_DS_20_135.jpg
136,219_initial_1_1788_1788.JPG,1788,19,156,606,280,SV,W,N,V,G,0,1788_SV_W_V_G_0_136.jpg
137,219_repeat_2_1788_254_162.JPG,1788,21,141,614,300,SV,W,N,V,G,0,1788_SV_W_V_G_0_137.jpg
138,219_repeat_2_1788_871_537.JPG,1788,18,140,598,302,SV,W,N,F,G,0,1788_SV_W_F_G_0_138.jpg
139,219_repeat_2_1788_1300_1002.JPG,1788,33,123,597,315,TV,W,N,F,G,0,1788_TV_W_F_G_0_139.jpg
140,219_repeat_2_1788_1301_1003.JPG,1788,33,156,592,285,SV,W,N,F,G,0,1788_SV_W_F_G_0_140.jpg
141,219_repeat_2_1788_2441_1465.JPG,1788,9,64,618,373,SV,W,N,F,DS,10,1788_SV_W_F_DS_10_141.jpg
142,219_repeat_2_1788_2446_1470.JPG,1788,25,90,596,346,SV,W,N,F,G,0,1788_SV_W_F_G_0_142.jpg
143,219_repeat_2_1788_3079_1930.JPG,1788,13,97,612,375,SV,W,N,F,G,0,1788_SV_W_F_G_0_143.jpg
144,219_repeat_2_1788_3080_1931.JPG,1788,37,81,594,369,SV,W,N,F,G,0,1788_SV_W_F_G_0_144.jpg
145,219_repeat_2_1788_3902_2467.JPG,1788,29,77,594,373,SV,W,N,F,G,0,1788_SV_W_F_G_0_145.jpg
146,219_repeat_2_1788_4457_2926.JPG,1788,19,74,607,369,SV,W,N,F,G,0,1788_SV_W_F_G_0_146.jpg
147,219_repeat_2_1788_5000_3368.JPG,1788,26,91,597,365,SV,W,N,F,DS,20,1788_SV_W_F_DS_20_147.jpg
148,219_repeat_2_1788_5468_3852.JPG,1788,15,111,606,338,SV,W,N,M,DS,20,1788_SV_W_M_DS_20_148.jpg
149,219_repeat_2_1788_5710_4086.JPG,1788,15,76,621,366,SV,W,N,M,DS,30,1788_SV_W_M_DS_30_149.jpg
150,227_initial_1_1789_1789.JPG,1789,21,208,607,241,SV,W,N,V,G,0,1789_SV_W_V_G_0_150.jpg
151,227_repeat_2_1789_1543_1131.JPG,1789,23,139,595,281,SV,W,N,V,G,0,1789_SV_W_V_G_0_151.jpg
152,227_repeat_2_1789_2585_1600.JPG,1789,27,46,602,402,SV,W,N,V,G,0,1789_SV_W_V_G_0_152.jpg
153,227_repeat_2_1789_3248_2084.JPG,1789,35,78,602,369,SV,W,N,F,G,0,1789_SV_W_F_G_0_153.jpg
154,227_repeat_2_1789_4000_2563.JPG,1789,26,43,609,400,SV,W,N,V,G,0,1789_SV_W_V_G_0_154.jpg
155,227_repeat_2_1789_4698_3072.JPG,1789,15,76,615,371,TV,W,N,F,G,0,1789_TV_W_F_G_0_155.jpg
156,227_repeat_2_1789_5166_3488.JPG,1789,37,56,602,382,SV,W,N,V,G,0,1789_SV_W_V_G_0_156.jpg
157,227_repeat_2_1789_5659_4034.JPG,1789,37,54,567,391,SV,W,N,V,G,0,1789_SV_W_V_G_0_157.jpg
158,227_repeat_2_1789_6200_4564.JPG,1789,27,109,612,368,SV,W,N,F,DS,20,1789_SV_W_F_DS_20_158.jpg
159,212_initial_1_1811_1811.JPG,1811,17,182,606,292,SV,W,N,V,G,0,1811_SV_W_V_G_0_159.jpg
160,212_repeat_2_1811_1293_989.JPG,1811,9,181,611,275,SV,W,N,F,G,0,1811_SV_W_F_G_0_160.jpg
161,212_repeat_2_1811_2430_1453.JPG,1811,19,112,612,332,SV,W,N,M,G,0,1811_SV_W_M_G_0_161.jpg
162,212_repeat_2_1811_2921_1890.JPG,1811,9,223,622,230,SV,W,N,M,G,0,1811_SV_W_M_G_0_162.jpg
163,212_repeat_2_1811_3606_2350.JPG,1811,23,190,610,260,SV,W,N,M,G,0,1811_SV_W_M_G_0_163.jpg
164,212_repeat_2_1811_4247_2830.JPG,1811,15,172,622,304,SV,W,N,M,DS,20,1811_SV_W_M_DS_20_164.jpg
165,212_repeat_2_1811_4948_3329.JPG,1811,13,144,617,304,SV,W,N,M,DS,30,1811_SV_W_M_DS_30_165.jpg
166,212_repeat_2_1811_5391_3770.JPG,1811,17,107,616,345,SV,W,N,M,DR,70,1811_SV_W_M_DR_70_166.jpg
167,212_repeat_2_1811_5801_4177.JPG,1811,17,128,612,328,SV,W,N,M,DR,70,1811_SV_W_M_DR_70_167.jpg
168,219_initial_1_1813_1813.JPG,1813,39,50,590,396,SV,W,N,V,G,0,1813_SV_W_V_G_0_168.jpg
169,219_repeat_2_1813_260_168.JPG,1813,11,143,623,308,SV,W,N,V,G,0,1813_SV_W_V_G_0_169.jpg
170,219_repeat_2_1813_872_538.JPG,1813,21,134,607,342,SV,W,N,F,G,0,1813_SV_W_F_G_0_170.jpg
171,219_repeat_2_1813_892_569.JPG,1813,13,95,623,353,SV,W,N,F,G,0,1813_SV_W_F_G_0_171.jpg
172,219_repeat_2_1813_1302_1004.JPG,1813,21,134,617,311,SV,W,N,F,G,0,1813_SV_W_F_G_0_172.jpg
173,219_repeat_2_1813_2443_1467.JPG,1813,22,65,615,389,SV,W,N,F,G,0,1813_SV_W_F_G_0_173.jpg
174,219_repeat_2_1813_3101_1934.JPG,1813,11,70,620,376,SV,W,N,F,G,0,1813_SV_W_F_G_0_174.jpg
175,219_repeat_2_1813_3903_2468.JPG,1813,23,91,608,383,SV,W,N,F,G,0,1813_SV_W_F_G_0_175.jpg
176,219_repeat_2_1813_3905_2470.JPG,1813,12,76,613,371,SV,W,N,F,G,0,1813_SV_W_F_G_0_176.jpg
177,219_repeat_2_1813_4458_2927.JPG,1813,17,56,613,344,SV,W,N,F,G,0,1813_SV_W_F_G_0_177.jpg
178,219_repeat_2_1813_5001_3369.JPG,1813,19,102,603,342,SV,W,N,M,DS,10,1813_SV_W_M_DS_10_178.jpg
179,219_repeat_2_1813_5469_3853.JPG,1813,7,90,622,362,SV,W,N,M,DS,20,1813_SV_W_M_DS_20_179.jpg
180,219_repeat_2_1813_5712_4088.JPG,1813,15,124,608,324,SV,W,N,M,ND,30,1813_SV_W_M_ND_30_180.jpg
181,219_initial_1_1815_1815.JPG,1815,17,132,614,322,SV,W,N,V,G,0,1815_SV_W_V_G_0_181.jpg
182,219_repeat_2_1815_258_166.JPG,1815,12,122,623,326,SV,W,N,V,G,0,1815_SV_W_V_G_0_182.jpg
183,219_repeat_2_1815_874_542.JPG,1815,2,85,629,363,SV,W,N,F,G,0,1815_SV_W_F_G_0_183.jpg
184,219_repeat_2_1815_1305_1010.JPG,1815,45,152,570,300,SV,W,N,F,G,0,1815_SV_W_F_G_0_184.jpg
185,219_repeat_2_1815_1306_1011.JPG,1815,19,96,619,354,SV,W,N,F,G,0,1815_SV_W_F_G_0_185.jpg
186,219_repeat_2_1815_2444_1468.JPG,1815,12,60,615,384,SV,W,N,F,G,0,1815_SV_W_F_G_0_186.jpg
187,219_repeat_2_1815_3102_1935.JPG,1815,17,75,616,365,SV,W,N,F,G,0,1815_SV_W_F_G_0_187.jpg
188,219_repeat_2_1815_3904_2469.JPG,1815,10,94,620,352,SV,W,N,F,G,0,1815_SV_W_F_G_0_188.jpg
189,219_repeat_2_1815_4459_2928.JPG,1815,13,55,620,390,SV,W,N,F,G,0,1815_SV_W_F_G_0_189.jpg
190,219_repeat_2_1815_4460_2929.JPG,1815,9,99,614,373,SV,W,N,F,G,0,1815_SV_W_F_G_0_190.jpg
191,219_repeat_2_1815_5002_3370.JPG,1815,15,75,618,377,SV,W,N,M,DS,10,1815_SV_W_M_DS_10_191.jpg
192,219_repeat_2_1815_5003_3371.JPG,1815,31,76,592,372,SV,W,N,M,DS,20,1815_SV_W_M_DS_20_192.jpg
193,219_repeat_2_1815_5470_3854.JPG,1815,14,123,617,331,TV,W,N,M,ND,30,1815_TV_W_M_ND_30_193.jpg
194,219_repeat_2_1815_5472_3856.JPG,1815,7,62,626,384,SV,Z,N,M,ND,30,1815_SV_Z_M_ND_30_194.jpg
195,222_initial_1_1817_1817.JPG,1817,14,167,621,307,SV,W,N,V,G,0,1817_SV_W_V_G_0_195.jpg
196,222_repeat_2_1817_866_529.JPG,1817,13,187,610,282,TV,W,N,F,G,0,1817_TV_W_F_G_0_196.jpg
197,222_repeat_2_1817_1242_945.JPG,1817,17,205,612,247,SV,W,N,F,G,0,1817_SV_W_F_G_0_197.jpg
198,222_repeat_2_1817_2374_1406.JPG,1817,13,181,610,263,SV,W,N,F,G,0,1817_SV_W_F_G_0_198.jpg
199,222_repeat_2_1817_2922_1891.JPG,1817,3,168,632,281,SV,W,N,M,G,0,1817_SV_W_M_G_0_199.jpg
200,222_repeat_2_1817_3573_2323.JPG,1817,8,175,619,273,SV,W,N,M,G,0,1817_SV_W_M_G_0_200.jpg
201,222_repeat_2_1817_4393_2872.JPG,1817,5,182,627,267,SV,W,N,M,G,0,1817_SV_W_M_G_0_201.jpg
202,222_repeat_2_1817_4955_3336.JPG,1817,17,168,620,283,SV,W,N,M,DS,10,1817_SV_W_M_DS_10_202.jpg
203,222_repeat_2_1817_5416_3797.JPG,1817,19,188,618,264,SV,W,N,M,DS,30,1817_SV_W_M_DS_30_203.jpg
204,222_repeat_2_1817_5832_4213.JPG,1817,13,188,618,260,SV,W,N,M,ND,40,1817_SV_W_M_ND_40_204.jpg
205,222_repeat_2_1817_6077_4445.JPG,1817,21,151,610,298,SV,W,N,M,DR,60,1817_SV_W_M_DR_60_205.jpg
206,222_repeat_2_1817_6228_4596.JPG,1817,14,190,623,265,SV,W,N,M,DR,70,1817_SV_W_M_DR_70_206.jpg
