,Old_name,New_name,Good,Weed,Drought,Nutri. Def.,Model
41,101_repeat_2_1310_3528_2267.JPG,1310_SV_W_F_G_0_41.jpg,0.88752335,0.09814186,0.014269969,6.48E-05,Testing
42,101_repeat_2_1310_4759_3131.JPG,1310_SV_W_M_DR_10_42.jpg,0.76619923,0.086804435,0.14290455,0.0040918,Testing
43,101_repeat_2_1310_5364_3738.JPG,1310_SV_W_M_DR_10_43.jpg,0.9014208,0.02293303,0.072169654,0.003476634,Testing
44,225_initial_1_1312_1312.JPG,1312_SV_W_V_G_0_44.jpg,0.07402517,0.9010423,0.008226007,0.016706575,Training
45,225_repeat_2_1312_467_326.JPG,1312_SV_W_V_ND_30_45.jpg,0.013142347,0.012612761,0.008992662,0.96525216,Training
46,225_repeat_2_1312_940_610.JPG,1312_SV_W_V_ND_30_46.jpg,0.03837146,0.22961327,0.009404801,0.7226105,Training
47,225_repeat_2_1312_1686_1254.JPG,1312_SV_W_V_ND_40_47.jpg,0.03699687,0.27527684,0.05827973,0.6294466,Training
48,225_repeat_2_1312_2542_1557.JPG,1312_SV_W_F_DR_30_48.jpg,0.3455964,0.14378649,0.36735794,0.14325926,Training
49,225_repeat_2_1312_3210_2036.JPG,1312_SV_W_M_DR_20_49.jpg,0.20073102,0.045900613,0.736205,0.017163472,Testing
50,225_repeat_2_1312_3217_2052.JPG,1312_SV_W_M_DR_20_50.jpg,0.23957902,0.13808496,0.5483112,0.0740249,Training
51,225_repeat_2_1312_3978_2555.JPG,1312_SV_W_M_DR_20_51.jpg,0.053951852,0.0227096,0.7899292,0.13340935,Training
52,225_repeat_2_1312_5203_3543.JPG,1312_SV_W_M_DR_80_52.jpg,0.004155192,0.016438432,0.97383153,0.005574863,Training
53,225_repeat_2_1312_5206_3557.JPG,1312_SV_W_M_DR_70_53.jpg,0.000154807,0.001639278,0.9872114,0.010994491,Training
54,225_repeat_2_1312_5620_3973.JPG,1312_SV_W_M_DR_80_54.jpg,0.059508473,0.03886021,0.8940006,0.007630722,Training
55,225_repeat_2_1312_5962_4316.JPG,1312_SV_W_M_DR_80_55.jpg,0.000403036,0.001081995,0.99802774,0.000487164,Testing
56,196_initial_1_1323_1323.JPG,1323_SV_W_V_G_0_56.jpg,0.1435797,0.8563576,4.57E-05,1.70E-05,Testing
57,196_repeat_2_1323_976_650.JPG,1323_SV_W_V_G_0_57.jpg,0.9811918,0.018471241,0.000312513,2.45E-05,Training
58,196_repeat_2_1323_1694_1264.JPG,1323_SV_W_F_G_0_58.jpg,0.74705726,0.010999881,0.23930115,0.002641754,Training
59,196_repeat_2_1323_3254_2090.JPG,1323_SV_W_F_G_0_59.jpg,0.7250995,0.06894532,0.048112728,0.15784247,Training
60,196_repeat_2_1323_3915_2480.JPG,1323_SV_W_F_G_0_60.jpg,0.99925345,0.000236916,0.000489242,2.03E-05,Testing
61,196_repeat_2_1323_4092_2660.JPG,1323_SV_W_F_G_0_61.jpg,0.9903246,0.003843752,0.005811544,2.00E-05,Testing
62,196_repeat_2_1323_4734_3101.JPG,1323_SV_W_F_G_0_62.jpg,0.9926621,0.005921201,0.001397414,1.93E-05,Training
63,196_repeat_2_1323_5628_3995.JPG,1323_SV_W_F_G_0_63.jpg,0.896535,0.07584006,0.027467893,0.00015704,Training
64,196_repeat_2_1323_5639_4008.JPG,1323_SV_W_F_G_0_64.jpg,0.41462252,0.076579176,0.4964638,0.012334519,Testing
65,196_repeat_2_1323_6158_4521.JPG,1323_SV_W_F_G_0_65.jpg,0.9735686,0.008921426,0.017499669,1.03E-05,Training
66,196_repeat_2_1323_6285_4648.JPG,1323_SV_W_F_G_0_66.jpg,0.92780954,0.013975557,0.058213804,1.17E-06,Testing
67,196_repeat_2_1323_6292_4659.JPG,1323_SV_W_M_G_0_67.jpg,0.021454245,0.003471729,0.9715256,0.003548372,Testing
68,179_initial_1_1332_1332.JPG,1332_SV_W_V_G_0_68.jpg,0.6879685,0.29321882,0.01881259,1.10E-07,Training
69,179_repeat_2_1332_522_379.JPG,1332_SV_W_F_G_0_69.jpg,0.14514904,0.8495272,0.005300246,2.35E-05,Testing
70,179_repeat_2_1332_654_458.JPG,1332_SV_W_F_G_0_70.jpg,0.14209658,0.8571829,0.000720414,1.29E-07,Testing
71,179_repeat_2_1332_1027_704.JPG,1332_SV_W_F_WD_30_71.jpg,0.14543568,0.78533906,0.06424848,0.004976743,Testing
72,179_repeat_2_1332_1259_962.JPG,1332_SV_W_M_WD_30_72.jpg,0.119640954,0.75502515,0.120064765,0.005269156,Training
73,179_repeat_2_1332_1761_1313.JPG,1332_SV_W_M_WD_10_73.jpg,0.30801773,0.42275584,0.26811963,0.001106807,Testing
74,179_repeat_2_1332_3932_2506.JPG,1332_SV_W_M_DR_80_74.jpg,0.000954804,0.003340443,0.99374336,0.001961342,Training
75,179_repeat_2_1332_5128_3448.JPG,1332_SV_W_M_DR_80_75.jpg,0.009800521,0.042600166,0.94597656,0.001622701,Testing
76,196_initial_1_1336_1336.JPG,1336_SV_W_V_G_0_76.jpg,0.17438233,0.8255385,6.66E-05,1.26E-05,Testing
77,196_repeat_2_1336_2612_1639.JPG,1336_SV_W_F_G_0_77.jpg,0.5806111,0.15937898,0.23085906,0.0291509,Training
78,196_repeat_2_1336_3228_2070.JPG,1336_SV_W_F_G_0_78.jpg,0.9322286,0.042419855,0.02458149,0.000769961,Testing
79,196_repeat_2_1336_3913_2478.JPG,1336_SV_W_F_G_0_79.jpg,0.85050756,0.12143507,0.024003712,0.004053588,Training
80,196_repeat_2_1336_4068_2640.JPG,1336_SV_W_F_G_0_80.jpg,0.983111,0.013248957,0.003626119,1.39E-05,Testing
81,196_repeat_2_1336_4737_3102.JPG,1336_SV_W_F_G_0_81.jpg,0.99002504,0.00940346,0.000416757,0.000154673,Training
82,196_repeat_2_1336_5626_3991.JPG,1336_SV_W_M_G_0_82.jpg,0.9179053,0.036319092,0.045634538,0.000141088,Testing
83,196_repeat_2_1336_5635_4004.JPG,1336_SV_W_M_G_0_83.jpg,0.82620627,0.05792491,0.11359107,0.00227776,Training
84,196_repeat_2_1336_5638_4007.JPG,1336_SV_W_M_G_0_84.jpg,0.9661874,0.03036579,0.003409767,3.71E-05,Testing
85,196_repeat_2_1336_6160_4523.JPG,1336_SV_W_M_G_0_85.jpg,0.51204103,0.03477513,0.45293835,0.000245489,Training
86,196_repeat_2_1336_6163_4526.JPG,1336_SV_W_M_G_0_86.jpg,0.9229691,0.029994182,0.04698506,5.16E-05,Testing
87,196_repeat_2_1336_6175_4540.JPG,1336_SV_W_M_G_0_87.jpg,0.9638196,0.024340687,0.011804814,3.49E-05,Training
88,196_repeat_2_1336_6284_4647.JPG,1336_SV_W_M_G_0_88.jpg,0.96366197,0.022745397,0.013582529,1.01E-05,Training
89,196_repeat_2_1336_6289_4652.JPG,1336_SV_W_M_G_0_89.jpg,0.44302988,0.064802155,0.47571588,0.016452162,Testing
90,112_initial_1_1350_1350.JPG,1350_SV_W_V_G_0_90.jpg,0.06563222,0.9312982,0.002384262,0.000685353,Testing
91,112_repeat_2_1350_961_625.JPG,1350_SV_W_V_G_0_91.jpg,0.10200951,0.8971276,0.000760139,0.000102733,Training
92,112_repeat_2_1350_1677_1252.JPG,1350_SV_W_F_WD_10_92.jpg,0.04091733,0.95862806,0.000277443,0.00017718,Testing
93,112_repeat_2_1350_2838_1807.JPG,1350_SV_W_F_WD_20_93.jpg,0.007014059,0.011741507,0.98039573,0.000848774,Testing
94,112_repeat_2_1350_3152_1983.JPG,1350_SV_W_F_WD_10_94.jpg,0.0755834,0.89128286,0.025844306,0.007289452,Testing
95,112_repeat_2_1350_3153_1984.JPG,1350_SV_W_F_WD_10_95.jpg,0.29379916,0.69216686,0.012828788,0.001205177,Testing
96,112_repeat_2_1350_4176_2754.JPG,1350_SV_W_M_DR_10_96.jpg,0.086198516,0.47610757,0.42916518,0.008528745,Training
97,112_repeat_2_1350_4178_2757.JPG,1350_SV_W_M_DR_10_97.jpg,0.035774574,0.24001275,0.67841727,0.045795392,Training
98,112_repeat_2_1350_4183_2763.JPG,1350_SV_W_M_WD_10_98.jpg,0.086501256,0.9114605,0.001912283,0.00012597,Training
99,112_repeat_2_1350_4850_3225.JPG,1350_SV_W_M_DR_10_99.jpg,0.004497456,0.003815728,0.98979867,0.001888077,Training
100,112_repeat_2_1350_5754_4128.JPG,1350_SV_W_M_DR_70_100.jpg,0.077853635,0.3627731,0.47599378,0.08337945,Training
101,112_repeat_2_1350_5756_4130.JPG,1350_SV_W_M_DR_70_101.jpg,0.05541009,0.12915511,0.77557844,0.039856333,Training
102,122_initial_1_1625_1625.JPG,1625_SV_W_V_WD_10_102.jpg,0.8928268,0.1059845,0.001063496,0.000125188,Training
103,122_repeat_2_1625_998_673.JPG,1625_SV_W_V_G_0_103.jpg,0.6819324,0.31788805,0.000166938,1.27E-05,Testing
104,122_repeat_2_1625_999_674.JPG,1625_SV_W_V_G_0_104.jpg,0.655604,0.3441336,0.00023865,2.38E-05,Testing
105,122_repeat_2_1625_1199_903.JPG,1625_SV_W_V_WD_10_105.jpg,0.53438216,0.46537396,0.000239914,3.95E-06,Testing
106,122_repeat_2_1625_1202_906.JPG,1625_SV_W_V_G_0_106.jpg,0.96455663,0.035226833,0.00021422,2.34E-06,Testing
107,122_repeat_2_1625_2487_1510.JPG,1625_SV_W_F_G_0_108.jpg,0.3927232,0.6065099,0.000520089,0.000246812,Training
108,122_repeat_2_1625_3265_2108.JPG,1625_SV_W_F_G_0_109.jpg,0.6082965,0.37922373,0.012238145,0.000241518,Testing
109,122_repeat_2_1625_4135_2711.JPG,1625_SV_W_F_G_0_110.jpg,0.6112957,0.3807432,0.005169523,0.002791626,Testing
110,122_repeat_2_1625_4746_3113.JPG,1625_SV_W_F_G_0_111.jpg,0.5096563,0.44619304,0.03456831,0.009582379,Training
111,122_repeat_2_1625_5325_3687.JPG,1625_SV_Z_F_G_0_112.jpg,0.8794397,0.09334461,0.027210418,5.27E-06,Testing
112,122_repeat_2_1625_5408_3790.JPG,1625_SV_W_F_G_0_113.jpg,0.38177785,0.43465546,0.1830277,0.00053893,Testing
113,248_initial_1_1633_1633.JPG,1633_SV_W_V_WD_10_114.jpg,0.010858811,0.84412766,0.14183147,0.003182,Training
114,248_repeat_2_1633_962_626.JPG,1633_SV_W_V_DR_20_115.jpg,0.045243867,0.028833466,0.92542416,0.000498575,Training
115,248_repeat_2_1633_1266_974.JPG,1633_SV_W_F_G_0_116.jpg,0.1562897,0.7870362,0.05054328,0.006130811,Testing
116,248_repeat_2_1633_4792_3163.JPG,1633_SV_W_F_ND_30_117.jpg,0.12370893,0.65770864,0.20383714,0.014745306,Testing
117,248_repeat_2_1633_5270_3630.JPG,1633_SV_W_M_ND_20_118.jpg,0.47348475,0.31860843,0.20764902,0.000257865,Training
118,248_repeat_2_1633_5702_4078.JPG,1633_TV_W_M_ND_30_119.jpg,0.000485492,0.013918887,0.021181976,0.96441364,Training
119,248_initial_1_1635_1635.JPG,1635_SV_W_V_G_0_120.jpg,0.117105514,0.7603631,0.12185973,0.000671627,Training
120,248_repeat_2_1635_825_514.JPG,1635_SV_W_V_G_0_121.jpg,0.30353782,0.5115916,0.18301587,0.001854655,Testing
121,248_repeat_2_1635_1267_975.JPG,1635_SV_W_F_G_0_122.jpg,0.13470715,0.085418984,0.7756247,0.004249157,Training
122,248_repeat_2_1635_4793_3164.JPG,1635_SV_W_F_G_0_123.jpg,0.019801876,0.08871401,0.6680828,0.22340128,Training
123,248_repeat_2_1635_5271_3631.JPG,1635_SV_W_F_WD_30_124.jpg,0.001708918,0.037421383,0.95859146,0.002278222,Testing
124,248_repeat_2_1635_5703_4079.JPG,1635_SV_W_M_ND_30_125.jpg,0.003033202,0.17886634,0.005348811,0.8127517,Training
125,227_initial_1_1787_1787.JPG,1787_SV_W_V_G_0_126.jpg,0.9910245,0.007146077,2.45E-05,0.001804888,Training
126,227_repeat_2_1787_1542_1130.JPG,1787_SV_W_V_G_0_127.jpg,0.9865781,0.013089795,0.000331913,2.71E-07,Testing
127,227_repeat_2_1787_2584_1599.JPG,1787_SV_Z_F_G_0_128.jpg,0.99979216,0.000191082,1.21E-06,1.56E-05,Testing
128,227_repeat_2_1787_3247_2083.JPG,1787_SV_W_F_G_0_129.jpg,0.9992316,0.000152549,0.000228888,0.000386959,Training
129,227_repeat_2_1787_3995_2561.JPG,1787_SV_W_F_G_0_130.jpg,0.9986821,0.001089918,0.000198875,2.91E-05,Training
130,227_repeat_2_1787_5165_3487.JPG,1787_SV_W_F_G_0_132.jpg,0.81501126,0.18411185,0.000779775,9.70E-05,Testing
131,227_repeat_2_1787_6000_4360.JPG,1787_SV_W_F_G_0_134.jpg,0.9975841,0.002132474,0.000260691,2.27E-05,Training
132,219_initial_1_1788_1788.JPG,1788_SV_W_V_G_0_136.jpg,0.93632776,0.06310134,5.23E-05,0.000518586,Training
133,219_repeat_2_1788_254_162.JPG,1788_SV_W_V_G_0_137.jpg,0.9926053,0.005960152,4.25E-05,0.001392005,Training
134,219_repeat_2_1788_871_537.JPG,1788_SV_W_F_G_0_138.jpg,0.95773464,0.04200776,0.000231184,2.64E-05,Testing
135,219_repeat_2_1788_1300_1002.JPG,1788_TV_W_F_G_0_139.jpg,0.9488012,0.028123775,0.00959035,0.013484566,Training
136,219_repeat_2_1788_1301_1003.JPG,1788_SV_W_F_G_0_140.jpg,0.9984017,0.001319288,0.000216783,6.22E-05,Training
137,219_repeat_2_1788_2446_1470.JPG,1788_SV_W_F_G_0_142.jpg,0.9968719,0.002763838,0.000256719,0.00010755,Testing
138,219_repeat_2_1788_3079_1930.JPG,1788_SV_W_F_G_0_143.jpg,0.99687093,0.002863016,0.000249914,1.62E-05,Testing
139,219_repeat_2_1788_3080_1931.JPG,1788_SV_W_F_G_0_144.jpg,0.98534286,0.010414175,0.004186673,5.63E-05,Testing
140,219_repeat_2_1788_3902_2467.JPG,1788_SV_W_F_G_0_145.jpg,0.9927497,0.007017004,0.000228295,4.92E-06,Training
141,219_repeat_2_1788_4457_2926.JPG,1788_SV_W_F_G_0_146.jpg,0.7774468,0.009118236,0.18494874,0.028486283,Training
142,227_initial_1_1789_1789.JPG,1789_SV_W_V_G_0_150.jpg,0.9809732,0.018975243,3.50E-05,1.65E-05,Training
143,227_repeat_2_1789_1543_1131.JPG,1789_SV_W_V_G_0_151.jpg,0.99581146,0.004117339,5.98E-05,1.14E-05,Training
144,227_repeat_2_1789_2585_1600.JPG,1789_SV_W_V_G_0_152.jpg,0.99980813,0.000184335,6.85E-06,6.57E-07,Training
145,227_repeat_2_1789_3248_2084.JPG,1789_SV_W_F_G_0_153.jpg,0.9998914,6.68E-05,3.36E-05,8.27E-06,Training
146,227_repeat_2_1789_4000_2563.JPG,1789_SV_W_V_G_0_154.jpg,0.9986664,0.001295112,3.56E-05,2.84E-06,Training
147,227_repeat_2_1789_4698_3072.JPG,1789_TV_W_F_G_0_155.jpg,0.94787514,0.006497823,0.002296703,0.043330286,Testing
148,227_repeat_2_1789_5166_3488.JPG,1789_SV_W_V_G_0_156.jpg,0.9966059,0.003240097,7.47E-05,7.94E-05,Testing
149,227_repeat_2_1789_5659_4034.JPG,1789_SV_W_V_G_0_157.jpg,0.99251306,0.000433109,0.00578198,0.001271885,Training
150,212_initial_1_1811_1811.JPG,1811_SV_W_V_G_0_159.jpg,0.7215384,0.27391073,0.000961386,0.003589421,Training
151,212_repeat_2_1811_1293_989.JPG,1811_SV_W_F_G_0_160.jpg,0.34937567,0.51164913,0.041209314,0.09776593,Testing
152,212_repeat_2_1811_2430_1453.JPG,1811_SV_W_M_G_0_161.jpg,0.8250097,0.16403411,0.003828632,0.007127512,Training
153,212_repeat_2_1811_2921_1890.JPG,1811_SV_W_M_G_0_162.jpg,0.115180634,0.060404997,0.5681492,0.25626513,Training
154,212_repeat_2_1811_3606_2350.JPG,1811_SV_W_M_G_0_163.jpg,0.10005358,0.091099635,0.20383881,0.60500795,Testing
155,212_repeat_2_1811_5391_3770.JPG,1811_SV_W_M_DR_70_166.jpg,0.002888294,0.002269014,0.98062426,0.014218513,Training
156,212_repeat_2_1811_5801_4177.JPG,1811_SV_W_M_DR_70_167.jpg,0.08371305,0.058939118,0.8192797,0.03806819,Testing
157,219_initial_1_1813_1813.JPG,1813_SV_W_V_G_0_168.jpg,0.9390313,0.060931247,2.29E-05,1.47E-05,Testing
158,219_repeat_2_1813_260_168.JPG,1813_SV_W_V_G_0_169.jpg,0.90027493,0.098720245,0.000640057,0.00036482,Testing
159,219_repeat_2_1813_872_538.JPG,1813_SV_W_F_G_0_170.jpg,0.94790936,0.04959102,0.002149179,0.000350508,Training
160,219_repeat_2_1813_892_569.JPG,1813_SV_W_F_G_0_171.jpg,0.9190307,0.005543085,0.000551713,0.074874535,Testing
161,219_repeat_2_1813_1302_1004.JPG,1813_SV_W_F_G_0_172.jpg,0.9664818,0.026358705,0.00520104,0.001958445,Testing
162,219_repeat_2_1813_2443_1467.JPG,1813_SV_W_F_G_0_173.jpg,0.9912781,0.007228526,0.001426351,6.69E-05,Testing
163,219_repeat_2_1813_3101_1934.JPG,1813_SV_W_F_G_0_174.jpg,0.98182225,0.006837797,0.010675884,0.000664011,Training
164,219_repeat_2_1813_3903_2468.JPG,1813_SV_W_F_G_0_175.jpg,0.99022394,0.008960238,0.00080569,1.01E-05,Training
165,219_repeat_2_1813_3905_2470.JPG,1813_SV_W_F_G_0_176.jpg,0.9945102,0.00471967,0.000692697,7.74E-05,Testing
166,219_repeat_2_1813_4458_2927.JPG,1813_SV_W_F_G_0_177.jpg,0.9024854,0.004990413,0.060934786,0.031589445,Training
167,219_repeat_2_1813_5712_4088.JPG,1813_SV_W_M_ND_30_180.jpg,0.098021135,0.004127359,0.4905176,0.40733385,Training
168,219_initial_1_1815_1815.JPG,1815_SV_W_V_G_0_181.jpg,0.9994342,0.000419168,1.04E-05,0.00013626,Training
169,219_repeat_2_1815_258_166.JPG,1815_SV_W_V_G_0_182.jpg,0.9848375,0.013343084,0.001740941,7.85E-05,Testing
170,219_repeat_2_1815_874_542.JPG,1815_SV_W_F_G_0_183.jpg,0.9960896,0.003318255,0.000357928,0.000234213,Training
171,219_repeat_2_1815_1305_1010.JPG,1815_SV_W_F_G_0_184.jpg,0.9423672,0.021554615,0.035599906,0.000478292,Training
172,219_repeat_2_1815_1306_1011.JPG,1815_SV_W_F_G_0_185.jpg,0.9964893,0.002966796,0.00034346,0.000200487,Testing
173,219_repeat_2_1815_2444_1468.JPG,1815_SV_W_F_G_0_186.jpg,0.9968051,0.001377687,0.001279445,0.000537832,Training
174,219_repeat_2_1815_3102_1935.JPG,1815_SV_W_F_G_0_187.jpg,0.9706743,0.028046643,0.001224336,5.47E-05,Testing
175,219_repeat_2_1815_3904_2469.JPG,1815_SV_W_F_G_0_188.jpg,0.9574349,0.040496368,0.001668858,0.000399862,Training
176,219_repeat_2_1815_4459_2928.JPG,1815_SV_W_F_G_0_189.jpg,0.99224466,0.002915379,0.004715076,0.000124874,Testing
177,219_repeat_2_1815_4460_2929.JPG,1815_SV_W_F_G_0_190.jpg,0.9969072,0.001474305,0.001511094,0.000107425,Training
178,219_repeat_2_1815_5470_3854.JPG,1815_TV_W_M_ND_30_193.jpg,0.2056251,0.010948689,0.76224566,0.021180466,Testing
179,219_repeat_2_1815_5472_3856.JPG,1815_SV_Z_M_ND_30_194.jpg,0.053456947,0.000530292,0.64789593,0.2981168,Testing
180,222_initial_1_1817_1817.JPG,1817_SV_W_V_G_0_195.jpg,0.5536301,0.44550917,0.000281822,0.000578889,Training
181,222_repeat_2_1817_866_529.JPG,1817_TV_W_F_G_0_196.jpg,0.9800842,0.016285513,0.001535091,0.002095156,Training
182,222_repeat_2_1817_1242_945.JPG,1817_SV_W_F_G_0_197.jpg,0.91124064,0.06724708,0.004999433,0.016512917,Testing
183,222_repeat_2_1817_2374_1406.JPG,1817_SV_W_F_G_0_198.jpg,0.7643765,0.15137069,0.08333437,0.000918483,Training
184,222_repeat_2_1817_2922_1891.JPG,1817_SV_W_M_G_0_199.jpg,0.30476895,0.06194156,0.3410961,0.29219344,Training
185,222_repeat_2_1817_3573_2323.JPG,1817_SV_W_M_G_0_200.jpg,0.6378127,0.11761724,0.1891438,0.05542628,Training
186,222_repeat_2_1817_4393_2872.JPG,1817_SV_W_M_G_0_201.jpg,0.5098052,0.32593337,0.042783763,0.121477656,Testing
187,222_repeat_2_1817_5832_4213.JPG,1817_SV_W_M_ND_40_204.jpg,0.22827087,0.076968394,0.66411537,0.030645333,Testing
188,222_repeat_2_1817_6077_4445.JPG,1817_SV_W_M_DR_60_205.jpg,0.021108892,0.011274827,0.67484003,0.29277626,Testing
189,222_repeat_2_1817_6228_4596.JPG,1817_SV_W_M_DR_70_206.jpg,0.00159169,0.004443167,0.7465769,0.2473883,Training
190,222_initial_1_1818_1818.JPG,1818_SV_W_V_G_0_207.jpg,0.87924904,0.11403876,0.005096874,0.001615324,Testing
191,222_repeat_2_1818_868_531.JPG,1818_SV_W_F_G_0_208.jpg,0.66312355,0.05879259,0.050466444,0.22761735,Testing
192,222_repeat_2_1818_1243_946.JPG,1818_SV_W_F_G_0_209.jpg,0.85775656,0.13895412,0.001496564,0.001792755,Testing
193,222_repeat_2_1818_2923_1892.JPG,1818_SV_W_F_G_0_211.jpg,0.27083918,0.2425011,0.3005206,0.18613914,Testing
194,222_repeat_2_1818_3576_2324.JPG,1818_SV_W_F_G_0_212.jpg,0.9445829,0.0344912,0.012118589,0.008807353,Testing
195,222_repeat_2_1818_4394_2873.JPG,1818_SV_W_M_G_0_213.jpg,0.6549594,0.1474395,0.17673087,0.020870207,Testing
196,222_repeat_2_1818_5417_3798.JPG,1818_SV_W_M_ND_20_215.jpg,0.5425954,0.0857249,0.3065424,0.06513739,Testing
197,222_repeat_2_1818_5833_4214.JPG,1818_SV_W_M_DR_40_216.jpg,0.015668286,0.020076174,0.7710168,0.19323881,Training
