,Old_name,New_name,No_Drought,Drought,Model
17,101_repeat_2_1309_295_209.JPG,1309_SV_W_V_G_0_17.jpg,0.9991842,0.000815802,Testing
18,101_repeat_2_1309_407_282.JPG,1309_SV_W_V_G_0_18.jpg,0.9999548,4.52E-05,Testing
19,101_repeat_2_1309_415_287.JPG,1309_SV_W_V_G_0_19.jpg,0.99805474,0.001945232,Training
20,101_repeat_2_1309_1064_744.JPG,1309_SV_W_F_G_0_20.jpg,0.9996736,0.000326399,Training
21,101_repeat_2_1309_1068_746.JPG,1309_SV_W_M_G_0_21.jpg,0.7559367,0.24406333,Testing
22,101_repeat_2_1309_1087_777.JPG,1309_SV_W_F_G_0_22.jpg,0.99510324,0.004896727,Training
23,101_repeat_2_1309_1689_1259.JPG,1309_SV_W_F_G_0_23.jpg,0.92404,0.075959995,Testing
24,101_repeat_2_1309_3529_2268.JPG,1309_SV_W_F_G_0_24.jpg,0.9405851,0.059414867,Training
25,101_repeat_2_1309_4760_3132.JPG,1309_SV_W_F_G_0_25.jpg,0.9777052,0.022294778,Training
26,101_repeat_2_1309_5365_3739.JPG,1309_SV_W_M_DR_10_26.jpg,0.6668484,0.3331516,Testing
27,101_initial_1_1310_1310.JPG,1310_SV_W_V_G_0_27.jpg,0.99997747,2.26E-05,Testing
28,101_repeat_2_1310_98_62.JPG,1310_SV_W_V_G_0_28.jpg,0.9998005,0.000199464,Training
29,101_repeat_2_1310_99_63.JPG,1310_SV_W_V_G_0_29.jpg,0.99996626,3.37E-05,Testing
30,101_repeat_2_1310_100_64.JPG,1310_SV_W_V_G_0_30.jpg,0.99982834,0.000171584,Testing
31,101_repeat_2_1310_102_66.JPG,1310_SV_W_V_G_0_31.jpg,0.9999615,3.85E-05,Training
32,101_repeat_2_1310_112_67.JPG,1310_SV_W_V_G_0_32.jpg,0.9980324,0.001967621,Testing
33,101_repeat_2_1310_297_211.JPG,1310_SV_W_V_G_0_33.jpg,0.999713,0.000286991,Testing
34,101_repeat_2_1310_405_280.JPG,1310_SV_W_V_G_0_34.jpg,0.9997496,0.000250351,Testing
35,101_repeat_2_1310_418_290.JPG,1310_SV_W_F_G_0_35.jpg,0.99864286,0.001357197,Training
36,101_repeat_2_1310_1063_743.JPG,1310_SV_W_F_G_0_36.jpg,0.9985637,0.001436322,Training
37,101_repeat_2_1310_1067_745.JPG,1310_SV_W_F_G_0_37.jpg,0.57771075,0.42228925,Training
38,101_repeat_2_1310_1089_781.JPG,1310_SV_W_F_G_0_38.jpg,0.9201411,0.07985894,Testing
39,101_repeat_2_1310_1690_1260.JPG,1310_SV_W_F_G_0_39.jpg,0.9548241,0.045175917,Training
40,101_repeat_2_1310_2757_1728.JPG,1310_SV_W_F_G_0_40.jpg,0.96458846,0.035411615,Testing
41,101_repeat_2_1310_3528_2267.JPG,1310_SV_W_F_G_0_41.jpg,0.9781359,0.02186412,Testing
42,101_repeat_2_1310_4759_3131.JPG,1310_SV_W_M_DR_10_42.jpg,0.76612234,0.23387769,Training
43,101_repeat_2_1310_5364_3738.JPG,1310_SV_W_M_DR_10_43.jpg,0.94051534,0.05948467,Training
44,225_initial_1_1312_1312.JPG,1312_SV_W_V_G_0_44.jpg,0.9569817,0.043018326,Testing
45,225_repeat_2_1312_467_326.JPG,1312_SV_W_V_ND_30_45.jpg,0.9375972,0.062402796,Testing
46,225_repeat_2_1312_940_610.JPG,1312_SV_W_V_ND_30_46.jpg,0.99412376,0.005876281,Training
47,225_repeat_2_1312_1686_1254.JPG,1312_SV_W_V_ND_40_47.jpg,0.87416685,0.1258332,Training
48,225_repeat_2_1312_2542_1557.JPG,1312_SV_W_F_DR_30_48.jpg,0.7558078,0.24419224,Testing
49,225_repeat_2_1312_3210_2036.JPG,1312_SV_W_M_DR_20_49.jpg,0.30487967,0.69512033,Training
50,225_repeat_2_1312_3217_2052.JPG,1312_SV_W_M_DR_20_50.jpg,0.8204288,0.17957121,Testing
51,225_repeat_2_1312_3978_2555.JPG,1312_SV_W_M_DR_20_51.jpg,0.30828696,0.69171304,Testing
52,225_repeat_2_1312_5203_3543.JPG,1312_SV_W_M_DR_80_52.jpg,0.05590419,0.94409573,Testing
53,225_repeat_2_1312_5206_3557.JPG,1312_SV_W_M_DR_70_53.jpg,0.018771613,0.9812284,Training
54,225_repeat_2_1312_5620_3973.JPG,1312_SV_W_M_DR_80_54.jpg,0.47843963,0.5215604,Testing
55,225_repeat_2_1312_5962_4316.JPG,1312_SV_W_M_DR_80_55.jpg,0.015569805,0.98443013,Testing
56,196_initial_1_1323_1323.JPG,1323_SV_W_V_G_0_56.jpg,0.999985,1.50E-05,Training
57,196_repeat_2_1323_976_650.JPG,1323_SV_W_V_G_0_57.jpg,0.9856279,0.014372078,Training
58,196_repeat_2_1323_1694_1264.JPG,1323_SV_W_F_G_0_58.jpg,0.9751243,0.024875782,Testing
59,196_repeat_2_1323_3254_2090.JPG,1323_SV_W_F_G_0_59.jpg,0.83645,0.16355,Testing
60,196_repeat_2_1323_3915_2480.JPG,1323_SV_W_F_G_0_60.jpg,0.4658964,0.53410363,Testing
61,196_repeat_2_1323_4092_2660.JPG,1323_SV_W_F_G_0_61.jpg,0.95613843,0.0438616,Testing
62,196_repeat_2_1323_4734_3101.JPG,1323_SV_W_F_G_0_62.jpg,0.99733114,0.002668817,Testing
63,196_repeat_2_1323_5628_3995.JPG,1323_SV_W_F_G_0_63.jpg,0.75749725,0.24250269,Testing
64,196_repeat_2_1323_5639_4008.JPG,1323_SV_W_F_G_0_64.jpg,0.21227357,0.7877264,Testing
65,196_repeat_2_1323_6158_4521.JPG,1323_SV_W_F_G_0_65.jpg,0.9920101,0.007989857,Training
66,196_repeat_2_1323_6285_4648.JPG,1323_SV_W_F_G_0_66.jpg,0.877653,0.12234699,Testing
67,196_repeat_2_1323_6292_4659.JPG,1323_SV_W_M_G_0_67.jpg,0.16147742,0.83852255,Testing
68,179_initial_1_1332_1332.JPG,1332_SV_W_V_G_0_68.jpg,0.99508,0.004920003,Training
69,179_repeat_2_1332_522_379.JPG,1332_SV_W_F_G_0_69.jpg,0.8721925,0.1278075,Training
70,179_repeat_2_1332_654_458.JPG,1332_SV_W_F_G_0_70.jpg,0.9752493,0.02475069,Testing
71,179_repeat_2_1332_1027_704.JPG,1332_SV_W_F_WD_30_71.jpg,0.9579843,0.042015616,Testing
72,179_repeat_2_1332_1259_962.JPG,1332_SV_W_M_WD_30_72.jpg,0.9238651,0.076134905,Testing
73,179_repeat_2_1332_1761_1313.JPG,1332_SV_W_M_WD_10_73.jpg,0.8424323,0.1575677,Training
74,179_repeat_2_1332_3932_2506.JPG,1332_SV_W_M_DR_80_74.jpg,0.044595324,0.9554047,Testing
75,179_repeat_2_1332_5128_3448.JPG,1332_SV_W_M_DR_80_75.jpg,0.32096308,0.6790369,Testing
76,196_initial_1_1336_1336.JPG,1336_SV_W_V_G_0_76.jpg,0.999925,7.49E-05,Testing
77,196_repeat_2_1336_2612_1639.JPG,1336_SV_W_F_G_0_77.jpg,0.4733528,0.5266472,Testing
78,196_repeat_2_1336_3228_2070.JPG,1336_SV_W_F_G_0_78.jpg,0.99896216,0.001037831,Testing
79,196_repeat_2_1336_3913_2478.JPG,1336_SV_W_F_G_0_79.jpg,0.9292624,0.07073754,Testing
80,196_repeat_2_1336_4068_2640.JPG,1336_SV_W_F_G_0_80.jpg,0.9079023,0.09209763,Training
81,196_repeat_2_1336_4737_3102.JPG,1336_SV_W_F_G_0_81.jpg,0.9934361,0.006563888,Training
82,196_repeat_2_1336_5626_3991.JPG,1336_SV_W_M_G_0_82.jpg,0.91654986,0.08345012,Testing
83,196_repeat_2_1336_5635_4004.JPG,1336_SV_W_M_G_0_83.jpg,0.92415106,0.075848974,Training
84,196_repeat_2_1336_5638_4007.JPG,1336_SV_W_M_G_0_84.jpg,0.98608947,0.013910533,Testing
85,196_repeat_2_1336_6160_4523.JPG,1336_SV_W_M_G_0_85.jpg,0.95187914,0.04812084,Training
86,196_repeat_2_1336_6163_4526.JPG,1336_SV_W_M_G_0_86.jpg,0.96365666,0.036343385,Testing
87,196_repeat_2_1336_6175_4540.JPG,1336_SV_W_M_G_0_87.jpg,0.99612623,0.003873816,Training
88,196_repeat_2_1336_6284_4647.JPG,1336_SV_W_M_G_0_88.jpg,0.9958026,0.00419744,Testing
89,196_repeat_2_1336_6289_4652.JPG,1336_SV_W_M_G_0_89.jpg,0.93612856,0.06387137,Testing
90,112_initial_1_1350_1350.JPG,1350_SV_W_V_G_0_90.jpg,0.997106,0.002894026,Testing
91,112_repeat_2_1350_961_625.JPG,1350_SV_W_V_G_0_91.jpg,0.99359787,0.00640218,Testing
92,112_repeat_2_1350_1677_1252.JPG,1350_SV_W_F_WD_10_92.jpg,0.995168,0.004832057,Training
93,112_repeat_2_1350_2838_1807.JPG,1350_SV_W_F_WD_20_93.jpg,0.24270374,0.75729626,Testing
94,112_repeat_2_1350_3152_1983.JPG,1350_SV_W_F_WD_10_94.jpg,0.95117164,0.04882832,Training
95,112_repeat_2_1350_3153_1984.JPG,1350_SV_W_F_WD_10_95.jpg,0.9947438,0.005256188,Training
96,112_repeat_2_1350_4176_2754.JPG,1350_SV_W_M_DR_10_96.jpg,0.814494,0.185506,Testing
97,112_repeat_2_1350_4178_2757.JPG,1350_SV_W_M_DR_10_97.jpg,0.48881054,0.51118946,Testing
98,112_repeat_2_1350_4183_2763.JPG,1350_SV_W_M_WD_10_98.jpg,0.9983078,0.001692178,Training
99,112_repeat_2_1350_4850_3225.JPG,1350_SV_W_M_DR_10_99.jpg,0.89549696,0.10450304,Training
100,112_repeat_2_1350_5754_4128.JPG,1350_SV_W_M_DR_70_100.jpg,0.7293976,0.27060235,Testing
101,112_repeat_2_1350_5756_4130.JPG,1350_SV_W_M_DR_70_101.jpg,0.4234616,0.57653844,Training
102,122_initial_1_1625_1625.JPG,1625_SV_W_V_WD_10_102.jpg,0.99955314,0.000446858,Testing
103,122_repeat_2_1625_998_673.JPG,1625_SV_W_V_G_0_103.jpg,0.9990398,0.000960151,Testing
104,122_repeat_2_1625_999_674.JPG,1625_SV_W_V_G_0_104.jpg,0.9996649,0.000335078,Training
105,122_repeat_2_1625_1199_903.JPG,1625_SV_W_V_WD_10_105.jpg,0.99986494,0.000135087,Training
106,122_repeat_2_1625_1202_906.JPG,1625_SV_W_V_G_0_106.jpg,0.9993563,0.000643668,Training
107,122_repeat_2_1625_1734_1299.JPG,1625_SV_W_V_PS_10_107.jpg,0.9991423,0.000857732,Testing
108,122_repeat_2_1625_2487_1510.JPG,1625_SV_W_F_G_0_108.jpg,0.99850166,0.001498309,Testing
109,122_repeat_2_1625_3265_2108.JPG,1625_SV_W_F_G_0_109.jpg,0.99755186,0.002448194,Training
110,122_repeat_2_1625_4135_2711.JPG,1625_SV_W_F_G_0_110.jpg,0.99667203,0.003327956,Testing
111,122_repeat_2_1625_4746_3113.JPG,1625_SV_W_F_G_0_111.jpg,0.9889733,0.011026662,Testing
112,122_repeat_2_1625_5325_3687.JPG,1625_SV_Z_F_G_0_112.jpg,0.99882287,0.001177068,Testing
113,122_repeat_2_1625_5408_3790.JPG,1625_SV_W_F_G_0_113.jpg,0.9977003,0.00229969,Training
114,248_initial_1_1633_1633.JPG,1633_SV_W_V_WD_10_114.jpg,0.7429364,0.25706366,Training
115,248_repeat_2_1633_962_626.JPG,1633_SV_W_V_DR_20_115.jpg,0.8640654,0.13593462,Training
116,248_repeat_2_1633_1266_974.JPG,1633_SV_W_F_G_0_116.jpg,0.99666566,0.00333434,Training
117,248_repeat_2_1633_4792_3163.JPG,1633_SV_W_F_ND_30_117.jpg,0.92505205,0.074947976,Training
118,248_repeat_2_1633_5270_3630.JPG,1633_SV_W_M_ND_20_118.jpg,0.49885163,0.5011484,Training
119,248_repeat_2_1633_5702_4078.JPG,1633_TV_W_M_ND_30_119.jpg,0.9143178,0.08568219,Training
120,248_initial_1_1635_1635.JPG,1635_SV_W_V_G_0_120.jpg,0.63348657,0.3665134,Testing
121,248_repeat_2_1635_825_514.JPG,1635_SV_W_V_G_0_121.jpg,0.89262354,0.10737646,Testing
122,248_repeat_2_1635_1267_975.JPG,1635_SV_W_F_G_0_122.jpg,0.7123215,0.28767848,Testing
123,248_repeat_2_1635_4793_3164.JPG,1635_SV_W_F_G_0_123.jpg,0.27402857,0.72597146,Testing
124,248_repeat_2_1635_5271_3631.JPG,1635_SV_W_F_WD_30_124.jpg,0.6968716,0.30312848,Training
125,248_repeat_2_1635_5703_4079.JPG,1635_SV_W_M_ND_30_125.jpg,0.8681192,0.13188076,Testing
126,227_initial_1_1787_1787.JPG,1787_SV_W_V_G_0_126.jpg,0.9999776,2.24E-05,Testing
127,227_repeat_2_1787_1542_1130.JPG,1787_SV_W_V_G_0_127.jpg,0.9566232,0.04337682,Testing
128,227_repeat_2_1787_2584_1599.JPG,1787_SV_Z_F_G_0_128.jpg,0.999977,2.30E-05,Training
129,227_repeat_2_1787_3247_2083.JPG,1787_SV_W_F_G_0_129.jpg,0.99985456,0.000145368,Testing
130,227_repeat_2_1787_3995_2561.JPG,1787_SV_W_F_G_0_130.jpg,0.99969184,0.000308144,Testing
131,227_repeat_2_1787_4697_3071.JPG,1787_SV_W_F_DS_10_131.jpg,0.998811,0.001189055,Training
132,227_repeat_2_1787_5165_3487.JPG,1787_SV_W_F_G_0_132.jpg,0.99513584,0.004864125,Training
133,227_repeat_2_1787_5658_4033.JPG,1787_SV_Z_F_DS_10_133.jpg,0.99108446,0.00891552,Training
134,227_repeat_2_1787_6000_4360.JPG,1787_SV_W_F_G_0_134.jpg,0.9794636,0.020536479,Testing
135,227_repeat_2_1787_6199_4563.JPG,1787_SV_W_M_DS_20_135.jpg,0.9689941,0.03100594,Training
136,219_initial_1_1788_1788.JPG,1788_SV_W_V_G_0_136.jpg,0.99984753,0.000152411,Testing
137,219_repeat_2_1788_254_162.JPG,1788_SV_W_V_G_0_137.jpg,0.99841094,0.001589044,Training
138,219_repeat_2_1788_871_537.JPG,1788_SV_W_F_G_0_138.jpg,0.99993765,6.24E-05,Testing
139,219_repeat_2_1788_1300_1002.JPG,1788_TV_W_F_G_0_139.jpg,0.94633406,0.05366589,Training
140,219_repeat_2_1788_1301_1003.JPG,1788_SV_W_F_G_0_140.jpg,0.9859409,0.014059139,Testing
141,219_repeat_2_1788_2441_1465.JPG,1788_SV_W_F_DS_10_141.jpg,0.96700525,0.032994732,Training
142,219_repeat_2_1788_2446_1470.JPG,1788_SV_W_F_G_0_142.jpg,0.9952258,0.004774152,Training
143,219_repeat_2_1788_3079_1930.JPG,1788_SV_W_F_G_0_143.jpg,0.9898117,0.010188246,Testing
144,219_repeat_2_1788_3080_1931.JPG,1788_SV_W_F_G_0_144.jpg,0.9922357,0.007764275,Training
145,219_repeat_2_1788_3902_2467.JPG,1788_SV_W_F_G_0_145.jpg,0.9981053,0.001894662,Testing
146,219_repeat_2_1788_4457_2926.JPG,1788_SV_W_F_G_0_146.jpg,0.9625626,0.03743734,Training
147,219_repeat_2_1788_5000_3368.JPG,1788_SV_W_F_DS_20_147.jpg,0.7095393,0.29046074,Testing
148,219_repeat_2_1788_5468_3852.JPG,1788_SV_W_M_DS_20_148.jpg,0.28430212,0.7156979,Testing
149,219_repeat_2_1788_5710_4086.JPG,1788_SV_W_M_DS_30_149.jpg,0.9504105,0.04958956,Training
150,227_initial_1_1789_1789.JPG,1789_SV_W_V_G_0_150.jpg,0.9993088,0.000691192,Training
151,227_repeat_2_1789_1543_1131.JPG,1789_SV_W_V_G_0_151.jpg,0.9891121,0.010887893,Testing
152,227_repeat_2_1789_2585_1600.JPG,1789_SV_W_V_G_0_152.jpg,0.99995196,4.80E-05,Training
153,227_repeat_2_1789_3248_2084.JPG,1789_SV_W_F_G_0_153.jpg,0.99986446,0.000135486,Training
154,227_repeat_2_1789_4000_2563.JPG,1789_SV_W_V_G_0_154.jpg,0.9994424,0.000557587,Training
155,227_repeat_2_1789_4698_3072.JPG,1789_TV_W_F_G_0_155.jpg,0.92782646,0.0721735,Testing
156,227_repeat_2_1789_5166_3488.JPG,1789_SV_W_V_G_0_156.jpg,0.99539834,0.004601615,Testing
157,227_repeat_2_1789_5659_4034.JPG,1789_SV_W_V_G_0_157.jpg,0.99853635,0.001463681,Training
158,227_repeat_2_1789_6200_4564.JPG,1789_SV_W_F_DS_20_158.jpg,0.9966137,0.003386354,Testing
159,212_initial_1_1811_1811.JPG,1811_SV_W_V_G_0_159.jpg,0.9950714,0.004928648,Testing
160,212_repeat_2_1811_1293_989.JPG,1811_SV_W_F_G_0_160.jpg,0.9599934,0.040006574,Testing
161,212_repeat_2_1811_2430_1453.JPG,1811_SV_W_M_G_0_161.jpg,0.9693767,0.030623315,Training
162,212_repeat_2_1811_2921_1890.JPG,1811_SV_W_M_G_0_162.jpg,0.09068235,0.9093176,Training
163,212_repeat_2_1811_3606_2350.JPG,1811_SV_W_M_G_0_163.jpg,0.80279994,0.19720009,Training
164,212_repeat_2_1811_4247_2830.JPG,1811_SV_W_M_DS_20_164.jpg,0.7633737,0.2366263,Testing
165,212_repeat_2_1811_4948_3329.JPG,1811_SV_W_M_DS_30_165.jpg,0.5853243,0.4146757,Testing
166,212_repeat_2_1811_5391_3770.JPG,1811_SV_W_M_DR_70_166.jpg,0.03330416,0.9666959,Training
167,212_repeat_2_1811_5801_4177.JPG,1811_SV_W_M_DR_70_167.jpg,0.23765297,0.762347,Training
168,219_initial_1_1813_1813.JPG,1813_SV_W_V_G_0_168.jpg,0.99953437,0.000465681,Training
169,219_repeat_2_1813_260_168.JPG,1813_SV_W_V_G_0_169.jpg,0.99909925,0.000900823,Testing
170,219_repeat_2_1813_872_538.JPG,1813_SV_W_F_G_0_170.jpg,0.9882357,0.011764314,Testing
171,219_repeat_2_1813_892_569.JPG,1813_SV_W_F_G_0_171.jpg,0.9997273,0.000272709,Testing
172,219_repeat_2_1813_1302_1004.JPG,1813_SV_W_F_G_0_172.jpg,0.9484342,0.05156581,Testing
173,219_repeat_2_1813_2443_1467.JPG,1813_SV_W_F_G_0_173.jpg,0.8620982,0.13790178,Testing
174,219_repeat_2_1813_3101_1934.JPG,1813_SV_W_F_G_0_174.jpg,0.9925418,0.007458218,Testing
175,219_repeat_2_1813_3903_2468.JPG,1813_SV_W_F_G_0_175.jpg,0.99950397,0.000496039,Training
176,219_repeat_2_1813_3905_2470.JPG,1813_SV_W_F_G_0_176.jpg,0.96548593,0.034514118,Testing
177,219_repeat_2_1813_4458_2927.JPG,1813_SV_W_F_G_0_177.jpg,0.9038541,0.09614591,Training
178,219_repeat_2_1813_5001_3369.JPG,1813_SV_W_M_DS_10_178.jpg,0.87172675,0.12827326,Testing
179,219_repeat_2_1813_5469_3853.JPG,1813_SV_W_M_DS_20_179.jpg,0.6987626,0.3012374,Training
180,219_repeat_2_1813_5712_4088.JPG,1813_SV_W_M_ND_30_180.jpg,0.27064353,0.72935647,Training
181,219_initial_1_1815_1815.JPG,1815_SV_W_V_G_0_181.jpg,0.99959844,0.000401533,Testing
182,219_repeat_2_1815_258_166.JPG,1815_SV_W_V_G_0_182.jpg,0.99746215,0.002537869,Testing
183,219_repeat_2_1815_874_542.JPG,1815_SV_W_F_G_0_183.jpg,0.9877824,0.012217572,Testing
184,219_repeat_2_1815_1305_1010.JPG,1815_SV_W_F_G_0_184.jpg,0.907236,0.092764,Training
185,219_repeat_2_1815_1306_1011.JPG,1815_SV_W_F_G_0_185.jpg,0.9961365,0.003863514,Testing
186,219_repeat_2_1815_2444_1468.JPG,1815_SV_W_F_G_0_186.jpg,0.9194597,0.08054034,Testing
187,219_repeat_2_1815_3102_1935.JPG,1815_SV_W_F_G_0_187.jpg,0.9938905,0.006109503,Training
188,219_repeat_2_1815_3904_2469.JPG,1815_SV_W_F_G_0_188.jpg,0.9918243,0.008175698,Testing
189,219_repeat_2_1815_4459_2928.JPG,1815_SV_W_F_G_0_189.jpg,0.9335491,0.06645086,Testing
190,219_repeat_2_1815_4460_2929.JPG,1815_SV_W_F_G_0_190.jpg,0.9914656,0.008534428,Testing
191,219_repeat_2_1815_5002_3370.JPG,1815_SV_W_M_DS_10_191.jpg,0.82639676,0.17360328,Testing
192,219_repeat_2_1815_5003_3371.JPG,1815_SV_W_M_DS_20_192.jpg,0.9954146,0.004585355,Testing
193,219_repeat_2_1815_5470_3854.JPG,1815_TV_W_M_ND_30_193.jpg,0.123747036,0.87625295,Training
194,219_repeat_2_1815_5472_3856.JPG,1815_SV_Z_M_ND_30_194.jpg,0.11084624,0.8891537,Testing
195,222_initial_1_1817_1817.JPG,1817_SV_W_V_G_0_195.jpg,0.9998092,0.000190856,Training
196,222_repeat_2_1817_866_529.JPG,1817_TV_W_F_G_0_196.jpg,0.9903454,0.009654574,Testing
197,222_repeat_2_1817_1242_945.JPG,1817_SV_W_F_G_0_197.jpg,0.9729994,0.027000591,Training
198,222_repeat_2_1817_2374_1406.JPG,1817_SV_W_F_G_0_198.jpg,0.9653859,0.03461413,Testing
199,222_repeat_2_1817_2922_1891.JPG,1817_SV_W_M_G_0_199.jpg,0.9197682,0.080231786,Training
200,222_repeat_2_1817_3573_2323.JPG,1817_SV_W_M_G_0_200.jpg,0.95090866,0.049091328,Testing
201,222_repeat_2_1817_4393_2872.JPG,1817_SV_W_M_G_0_201.jpg,0.96357596,0.036424067,Testing
202,222_repeat_2_1817_4955_3336.JPG,1817_SV_W_M_DS_10_202.jpg,0.95611733,0.043882683,Testing
203,222_repeat_2_1817_5416_3797.JPG,1817_SV_W_M_DS_30_203.jpg,0.90239567,0.0976043,Training
204,222_repeat_2_1817_5832_4213.JPG,1817_SV_W_M_ND_40_204.jpg,0.83735114,0.16264884,Training
205,222_repeat_2_1817_6077_4445.JPG,1817_SV_W_M_DR_60_205.jpg,0.24191302,0.758087,Training
206,222_repeat_2_1817_6228_4596.JPG,1817_SV_W_M_DR_70_206.jpg,0.11219859,0.8878014,Training
207,222_initial_1_1818_1818.JPG,1818_SV_W_V_G_0_207.jpg,0.9850578,0.014942285,Testing
208,222_repeat_2_1818_868_531.JPG,1818_SV_W_F_G_0_208.jpg,0.91292274,0.08707727,Training
209,222_repeat_2_1818_1243_946.JPG,1818_SV_W_F_G_0_209.jpg,0.9628105,0.037189487,Testing
210,222_repeat_2_1818_2375_1407.JPG,1818_SV_W_F_DS_10_210.jpg,0.88013417,0.119865865,Testing
211,222_repeat_2_1818_2923_1892.JPG,1818_SV_W_F_G_0_211.jpg,0.84042376,0.15957625,Testing
212,222_repeat_2_1818_3576_2324.JPG,1818_SV_W_F_G_0_212.jpg,0.9612322,0.038767777,Training
213,222_repeat_2_1818_4394_2873.JPG,1818_SV_W_M_G_0_213.jpg,0.83950293,0.16049702,Testing
214,222_repeat_2_1818_4956_3337.JPG,1818_SV_W_F_DS_20_214.jpg,0.96376413,0.036235873,Testing
215,222_repeat_2_1818_5417_3798.JPG,1818_SV_W_M_ND_20_215.jpg,0.9582601,0.04173988,Training
216,222_repeat_2_1818_5833_4214.JPG,1818_SV_W_M_DR_40_216.jpg,0.3016379,0.6983621,Testing
217,222_repeat_2_1818_6078_4446.JPG,1818_SV_W_M_ND_50_217.jpg,0.45209435,0.5479056,Training
218,222_repeat_2_1818_6229_4597.JPG,1818_SV_W_M_DR_70_218.jpg,0.08338926,0.9166108,Testing
219,90_initial_1_1843_1843.JPG,1843_SV_W_V_G_0_219.jpg,0.9987451,0.001254919,Training
220,90_repeat_2_1843_2515_1531.JPG,1843_SV_W_V_G_0_220.jpg,0.99802977,0.001970173,Testing
221,90_repeat_2_1843_3150_1981.JPG,1843_SV_W_F_G_0_221.jpg,0.9960135,0.003986443,Testing
222,90_repeat_2_1843_3948_2524.JPG,1843_SV_W_F_G_0_222.jpg,0.98795474,0.012045235,Training
223,90_repeat_2_1843_5102_3430.JPG,1843_SV_W_F_G_0_223.jpg,0.99034953,0.009650536,Training
224,90_repeat_2_1843_5595_3939.JPG,1843_SV_W_M_G_0_224.jpg,0.98601794,0.013981993,Testing
225,90_repeat_2_1843_5981_4339.JPG,1843_SV_W_M_DS_20_225.jpg,0.99352854,0.006471391,Training
226,90_initial_1_1844_1844.JPG,1844_SV_W_V_WD_10_226.jpg,0.99564606,0.004353959,Testing
227,90_repeat_2_1844_2523_1539.JPG,1844_SV_W_F_G_0_227.jpg,0.998985,0.001014959,Training
228,90_repeat_2_1844_3161_1992.JPG,1844_SV_W_F_G_0_228.jpg,0.99111617,0.008883816,Training
229,90_repeat_2_1844_4662_3029.JPG,1844_SV_W_F_G_0_229.jpg,0.99758244,0.002417595,Testing
230,90_repeat_2_1844_5616_3968.JPG,1844_SV_W_M_G_0_230.jpg,0.4187049,0.5812951,Testing
231,90_initial_1_1845_1845.JPG,1845_SV_W_V_G_0_231.jpg,0.9933831,0.006616815,Testing
232,90_repeat_2_1845_717_486.JPG,1845_SV_W_V_G_0_232.jpg,0.9979274,0.002072616,Training
233,90_repeat_2_1845_1473_1085.JPG,1845_SV_W_V_G_0_233.jpg,0.9900856,0.009914448,Training
234,90_repeat_2_1845_2516_1532.JPG,1845_SV_W_F_G_0_234.jpg,0.9918445,0.008155539,Testing
235,90_repeat_2_1845_3162_1993.JPG,1845_SV_W_F_G_0_235.jpg,0.99078816,0.009211785,Testing
236,90_repeat_2_1845_4655_3022.JPG,1845_SV_W_M_G_0_236.jpg,0.99881184,0.001188152,Training
237,90_repeat_2_1845_5982_4340.JPG,1845_SV_W_M_DS_10_237.jpg,0.8821183,0.11788169,Training
238,90_initial_1_1848_1848.JPG,1848_SV_W_V_G_0_238.jpg,0.9962304,0.003769609,Testing
239,90_repeat_2_1848_2524_1540.JPG,1848_SV_W_V_G_0_239.jpg,0.9996605,0.000339522,Training
